States,Year,Quarter,District,Registered_User_Counts
Gujarat,2021,2,Morbi District,221629
Gujarat,2021,3,Anand District,454516
Gujarat,2021,3,Jamnagar District,309842
Gujarat,2021,3,Devbhumi Dwarka District,107517
Gujarat,2021,3,Rajkot District,782611
Gujarat,2021,3,Aravallis District,171101
Gujarat,2021,3,Chhotaudepur District,72071
Gujarat,2021,3,Botad District,146842
Gujarat,2021,3,Bharuch District,634589
Gujarat,2021,3,Bhavnagar District,520764
Gujarat,2021,3,Junagadh District,223916
Gujarat,2021,3,Mahesana District,578072
Gujarat,2021,3,The Dangs District,20709
Gujarat,2021,3,Kheda District,352948
Gujarat,2021,3,Surat District,2830392
Gujarat,2021,3,Porbandar District,78063
Gujarat,2021,3,Gandhinagar District,706654
Gujarat,2021,3,Panch Mahals District,229915
Gujarat,2021,3,Narmada District,63821
Gujarat,2021,3,Gir Somnath District,190336
Gujarat,2021,3,Valsad District,565423
Gujarat,2021,3,Mahisagar District,103140
Gujarat,2021,3,Sabar Kantha District,300258
Gujarat,2021,3,Tapi District,118730
Gujarat,2021,3,Vadodara District,1210266
Gujarat,2021,3,Banas Kantha District,698841
Gujarat,2021,3,Amreli District,221334
Gujarat,2021,3,Ahmadabad District,3445024
Gujarat,2021,3,Dohad District,169037
Gujarat,2021,3,Navsari District,250233
Gujarat,2021,3,Patan District,287021
Gujarat,2021,3,Kachchh District,587589
Gujarat,2021,3,Surendranagar District,274891
Gujarat,2021,3,Morbi District,240295
Gujarat,2021,4,Anand District,485306
Gujarat,2021,4,Jamnagar District,331942
Gujarat,2021,4,Devbhumi Dwarka District,115900
Gujarat,2021,4,Rajkot District,837869
Gujarat,2021,4,Aravallis District,183617
Gujarat,2021,4,Chhotaudepur District,77777
Gujarat,2021,4,Botad District,157462
Gujarat,2021,4,Bharuch District,679705
Gujarat,2021,4,Bhavnagar District,558013
Gujarat,2021,4,Junagadh District,240022
Gujarat,2021,4,Mahesana District,618376
Gujarat,2021,4,The Dangs District,22325
Gujarat,2021,4,Kheda District,377827
Gujarat,2021,4,Surat District,3026960
Gujarat,2021,4,Porbandar District,83713
Gujarat,2021,4,Gandhinagar District,754369
Gujarat,2021,4,Panch Mahals District,246694
Gujarat,2021,4,Narmada District,68577
Gujarat,2021,4,Gir Somnath District,204170
Gujarat,2021,4,Valsad District,605655
Gujarat,2021,4,Mahisagar District,110939
Gujarat,2021,4,Sabar Kantha District,321717
Gujarat,2021,4,Tapi District,127186
Gujarat,2021,4,Vadodara District,1292097
Gujarat,2021,4,Banas Kantha District,751116
Gujarat,2021,4,Amreli District,237874
Gujarat,2021,4,Ahmadabad District,3679243
Gujarat,2021,4,Dohad District,181787
Gujarat,2021,4,Navsari District,267352
Gujarat,2021,4,Patan District,308499
Gujarat,2021,4,Kachchh District,630878
Gujarat,2021,4,Surendranagar District,295801
Gujarat,2021,4,Morbi District,258433
Gujarat,2022,1,Anand District,514400
Gujarat,2022,1,Jamnagar District,352844
Gujarat,2022,1,Devbhumi Dwarka District,123599
Gujarat,2022,1,Rajkot District,889499
Gujarat,2022,1,Aravallis District,195778
Gujarat,2022,1,Chhotaudepur District,83102
Gujarat,2022,1,Botad District,167646
Gujarat,2022,1,Bharuch District,722367
Gujarat,2022,1,Bhavnagar District,593259
Gujarat,2022,1,Junagadh District,255421
Gujarat,2022,1,Mahesana District,656908
Gujarat,2022,1,The Dangs District,23744
Gujarat,2022,1,Kheda District,401982
Gujarat,2022,1,Surat District,3210535
Gujarat,2022,1,Porbandar District,89084
Gujarat,2022,1,Gandhinagar District,799301
Gujarat,2022,1,Panch Mahals District,263066
Gujarat,2022,1,Narmada District,73152
Gujarat,2022,1,Gir Somnath District,217816
Gujarat,2022,1,Valsad District,643742
Gujarat,2022,1,Mahisagar District,118430
Gujarat,2022,1,Sabar Kantha District,342020
Gujarat,2022,1,Tapi District,135297
Gujarat,2022,1,Vadodara District,1368210
Gujarat,2022,1,Banas Kantha District,802470
Gujarat,2022,1,Amreli District,253714
Gujarat,2022,1,Ahmadabad District,3897869
Gujarat,2022,1,Dohad District,194298
Gujarat,2022,1,Navsari District,283795
Gujarat,2022,1,Patan District,329312
Gujarat,2022,1,Kachchh District,671465
Gujarat,2022,1,Surendranagar District,315677
Gujarat,2022,1,Morbi District,275512
Gujarat,2022,2,Anand District,541890
Gujarat,2022,2,Jamnagar District,372354
Gujarat,2022,2,Devbhumi Dwarka District,130591
Gujarat,2022,2,Rajkot District,937863
Gujarat,2022,2,Aravallis District,206898
Gujarat,2022,2,Chhotaudepur District,87903
Gujarat,2022,2,Botad District,177233
Gujarat,2022,2,Bharuch District,762752
Gujarat,2022,2,Bhavnagar District,626197
Gujarat,2022,2,Junagadh District,269699
Gujarat,2022,2,Mahesana District,692794
Gujarat,2022,2,The Dangs District,25026
Gujarat,2022,2,Kheda District,424243
Gujarat,2022,2,Surat District,3385398
Gujarat,2022,2,Porbandar District,93938
Gujarat,2022,2,Gandhinagar District,841732
Gujarat,2022,2,Panch Mahals District,277783
Gujarat,2022,2,Narmada District,77313
Gujarat,2022,2,Gir Somnath District,230290
Gujarat,2022,2,Valsad District,679340
Gujarat,2022,2,Mahisagar District,125105
Gujarat,2022,2,Sabar Kantha District,360675
Gujarat,2022,2,Tapi District,142824
Gujarat,2022,2,Vadodara District,1440949
Gujarat,2022,2,Banas Kantha District,849884
Gujarat,2022,2,Amreli District,268232
Gujarat,2022,2,Ahmadabad District,4105172
Gujarat,2022,2,Dohad District,205476
Gujarat,2022,2,Navsari District,299199
Gujarat,2022,2,Patan District,348256
Gujarat,2022,2,Kachchh District,709339
Gujarat,2022,2,Surendranagar District,333698
Gujarat,2022,2,Morbi District,291550
Gujarat,2022,3,Anand District,570211
Gujarat,2022,3,Jamnagar District,391677
Gujarat,2022,3,Devbhumi Dwarka District,136943
Gujarat,2022,3,Rajkot District,986904
Gujarat,2022,3,Aravallis District,217755
Gujarat,2022,3,Chhotaudepur District,92089
Gujarat,2022,3,Botad District,186625
Gujarat,2022,3,Bharuch District,803845
Gujarat,2022,3,Bhavnagar District,659228
Gujarat,2022,3,Junagadh District,283145
Gujarat,2022,3,Mahesana District,729723
Gujarat,2022,3,The Dangs District,26180
Gujarat,2022,3,Kheda District,446779
Gujarat,2022,3,Surat District,3567767
Gujarat,2022,3,Porbandar District,98587
Gujarat,2022,3,Gandhinagar District,885535
Gujarat,2022,3,Panch Mahals District,292755
Gujarat,2022,3,Narmada District,81169
Gujarat,2022,3,Gir Somnath District,242764
Gujarat,2022,3,Valsad District,716467
Gujarat,2022,3,Mahisagar District,131554
Gujarat,2022,3,Sabar Kantha District,379718
Gujarat,2022,3,Tapi District,149968
Gujarat,2022,3,Vadodara District,1515556
Gujarat,2022,3,Banas Kantha District,896869
Gujarat,2022,3,Amreli District,281819
Gujarat,2022,3,Ahmadabad District,4319512
Gujarat,2022,3,Dohad District,216199
Gujarat,2022,3,Navsari District,314617
Gujarat,2022,3,Patan District,367059
Gujarat,2022,3,Kachchh District,747079
Gujarat,2022,3,Surendranagar District,351078
Gujarat,2022,3,Morbi District,307545
Gujarat,2022,4,Anand District,596600
Gujarat,2022,4,Jamnagar District,409567
Gujarat,2022,4,Devbhumi Dwarka District,142445
Gujarat,2022,4,Rajkot District,1033159
Gujarat,2022,4,Aravallis District,227402
Gujarat,2022,4,Chhotaudepur District,95806
Gujarat,2022,4,Botad District,195219
Gujarat,2022,4,Bharuch District,842519
Gujarat,2022,4,Bhavnagar District,690130
Gujarat,2022,4,Junagadh District,294941
Gujarat,2022,4,Mahesana District,763693
Gujarat,2022,4,The Dangs District,27218
Gujarat,2022,4,Kheda District,467640
Gujarat,2022,4,Surat District,3747780
Gujarat,2022,4,Porbandar District,102643
Gujarat,2022,4,Gandhinagar District,927585
Gujarat,2022,4,Panch Mahals District,306278
Gujarat,2022,4,Narmada District,84596
Gujarat,2022,4,Gir Somnath District,254045
Gujarat,2022,4,Valsad District,751767
Gujarat,2022,4,Mahisagar District,137511
Gujarat,2022,4,Sabar Kantha District,397066
Gujarat,2022,4,Tapi District,156189
Gujarat,2022,4,Vadodara District,1587831
Gujarat,2022,4,Banas Kantha District,939693
Gujarat,2022,4,Amreli District,293382
Gujarat,2022,4,Ahmadabad District,4530853
Gujarat,2022,4,Dohad District,226068
Gujarat,2022,4,Navsari District,328740
Gujarat,2022,4,Patan District,384293
Gujarat,2022,4,Kachchh District,781383
Gujarat,2022,4,Surendranagar District,366161
Gujarat,2022,4,Morbi District,322150
Haryana,2018,1,Yamunanagar District,46198
Haryana,2018,1,Sonipat District,79638
Haryana,2018,1,Jind District,51815
Haryana,2018,1,Rohtak District,62452
Haryana,2018,1,Faridabad District,231504
Haryana,2018,1,Mahendragarh District,45460
Haryana,2018,1,Hisar District,113872
Haryana,2018,1,Karnal District,73612
Haryana,2018,1,Fatehabad District,48955
Haryana,2018,1,Palwal District,48774
Haryana,2018,1,Charkhi Dadri District,14712
Haryana,2018,1,Ambala District,54127
Haryana,2018,1,Rewari District,85350
Haryana,2018,1,Panchkula District,41867
Haryana,2018,1,Bhiwani District,57585
Haryana,2018,1,Sirsa District,70800
Haryana,2018,1,Mewat District,29541
Haryana,2018,1,Panipat District,74739
Haryana,2018,1,Gurugram District,474081
Haryana,2018,1,Kaithal District,41222
Haryana,2018,1,Kurukshetra District,47932
Haryana,2018,1,Jhajjar District,53121
Haryana,2018,2,Yamunanagar District,62261
Haryana,2018,2,Sonipat District,106837
Haryana,2018,2,Jind District,68635
Haryana,2018,2,Rohtak District,82822
Haryana,2018,2,Faridabad District,306358
Haryana,2018,2,Mahendragarh District,60336
Haryana,2018,2,Hisar District,147599
Haryana,2018,2,Karnal District,98276
Haryana,2018,2,Fatehabad District,63066
Haryana,2018,2,Palwal District,64886
Haryana,2018,2,Charkhi Dadri District,19559
Haryana,2018,2,Ambala District,73358
Haryana,2018,2,Rewari District,113056
Haryana,2018,2,Panchkula District,56729
Haryana,2018,2,Bhiwani District,75485
Haryana,2018,2,Sirsa District,91908
Haryana,2018,2,Mewat District,41358
Haryana,2018,2,Panipat District,101243
Haryana,2018,2,Gurugram District,621718
Haryana,2018,2,Kaithal District,55832
Haryana,2018,2,Kurukshetra District,64186
Haryana,2018,2,Jhajjar District,71713
Haryana,2018,3,Yamunanagar District,77303
Haryana,2018,3,Sonipat District,132705
Haryana,2018,3,Jind District,84500
Haryana,2018,3,Rohtak District,101649
Haryana,2018,3,Faridabad District,383316
Haryana,2018,3,Mahendragarh District,74545
Haryana,2018,3,Hisar District,176380
Haryana,2018,3,Karnal District,121471
Haryana,2018,3,Fatehabad District,75108
Haryana,2018,3,Palwal District,81688
Haryana,2018,3,Charkhi Dadri District,24373
Haryana,2018,3,Ambala District,92472
Haryana,2018,3,Rewari District,138368
Haryana,2018,3,Panchkula District,71245
Haryana,2018,3,Bhiwani District,92291
Haryana,2018,3,Sirsa District,109165
Haryana,2018,3,Mewat District,53421
Haryana,2018,3,Panipat District,124290
Haryana,2018,3,Gurugram District,767369
Haryana,2018,3,Kaithal District,68422
Haryana,2018,3,Kurukshetra District,80097
Haryana,2018,3,Jhajjar District,90220
Haryana,2018,4,Yamunanagar District,94449
Haryana,2018,4,Sonipat District,165599
Haryana,2018,4,Jind District,103156
Haryana,2018,4,Rohtak District,124365
Haryana,2018,4,Faridabad District,521996
Haryana,2018,4,Mahendragarh District,91223
Haryana,2018,4,Hisar District,210671
Haryana,2018,4,Karnal District,149062
Haryana,2018,4,Fatehabad District,88259
Haryana,2018,4,Palwal District,113042
Haryana,2018,4,Charkhi Dadri District,29865
Haryana,2018,4,Ambala District,114192
Haryana,2018,4,Rewari District,172035
Haryana,2018,4,Panchkula District,88703
Haryana,2018,4,Bhiwani District,111607
Haryana,2018,4,Sirsa District,127874
Haryana,2018,4,Mewat District,71400
Haryana,2018,4,Panipat District,153137
Haryana,2018,4,Gurugram District,967781
Haryana,2018,4,Kaithal District,82556
Haryana,2018,4,Kurukshetra District,97619
Haryana,2018,4,Jhajjar District,114488
Haryana,2019,1,Yamunanagar District,111935
Haryana,2019,1,Sonipat District,199593
Haryana,2019,1,Jind District,121923
Haryana,2019,1,Rohtak District,147392
Haryana,2019,1,Faridabad District,634024
Haryana,2019,1,Mahendragarh District,109746
Haryana,2019,1,Hisar District,245236
Haryana,2019,1,Karnal District,177042
Haryana,2019,1,Fatehabad District,101001
Haryana,2019,1,Palwal District,141953
Haryana,2019,1,Charkhi Dadri District,35788
Haryana,2019,1,Ambala District,136012
Haryana,2019,1,Rewari District,207051
Haryana,2019,1,Panchkula District,105044
Haryana,2019,1,Bhiwani District,132014
Haryana,2019,1,Sirsa District,146936
Haryana,2019,1,Mewat District,92292
Haryana,2019,1,Panipat District,181548
Haryana,2019,1,Gurugram District,1159832
Haryana,2019,1,Kaithal District,97311
Haryana,2019,1,Kurukshetra District,115295
Haryana,2019,1,Jhajjar District,139799
Haryana,2019,2,Yamunanagar District,128212
Haryana,2019,2,Sonipat District,230883
Haryana,2019,2,Jind District,138962
Haryana,2019,2,Rohtak District,169372
Haryana,2019,2,Faridabad District,716593
Haryana,2019,2,Mahendragarh District,127605
Haryana,2019,2,Hisar District,277720
Haryana,2019,2,Karnal District,204255
Haryana,2019,2,Fatehabad District,112543
Haryana,2019,2,Palwal District,165665
Haryana,2019,2,Charkhi Dadri District,42051
Haryana,2019,2,Ambala District,157049
Haryana,2019,2,Rewari District,238349
Haryana,2019,2,Panchkula District,120567
Haryana,2019,2,Bhiwani District,151200
Haryana,2019,2,Sirsa District,163468
Haryana,2019,2,Mewat District,111194
Haryana,2019,2,Panipat District,208172
Haryana,2019,2,Gurugram District,1307319
Haryana,2019,2,Kaithal District,110900
Haryana,2019,2,Kurukshetra District,132749
Haryana,2019,2,Jhajjar District,163202
Haryana,2019,3,Yamunanagar District,143922
Haryana,2019,3,Sonipat District,261554
Haryana,2019,3,Jind District,154136
Haryana,2019,3,Rohtak District,190137
Haryana,2019,3,Faridabad District,792884
Haryana,2019,3,Mahendragarh District,144934
Haryana,2019,3,Hisar District,308179
Haryana,2019,3,Karnal District,230603
Haryana,2019,3,Fatehabad District,124153
Haryana,2019,3,Palwal District,188217
Haryana,2019,3,Charkhi Dadri District,47499
Haryana,2019,3,Ambala District,176487
Haryana,2019,3,Rewari District,266893
Haryana,2019,3,Panchkula District,134405
Haryana,2019,3,Bhiwani District,168827
Haryana,2019,3,Sirsa District,179271
Haryana,2019,3,Mewat District,129646
Haryana,2019,3,Panipat District,235346
Haryana,2019,3,Gurugram District,1447473
Haryana,2019,3,Kaithal District,123358
Haryana,2019,3,Kurukshetra District,150733
Haryana,2019,3,Jhajjar District,185095
Haryana,2019,4,Yamunanagar District,159678
Haryana,2019,4,Sonipat District,291479
Haryana,2019,4,Jind District,170946
Haryana,2019,4,Rohtak District,209750
Haryana,2019,4,Faridabad District,862595
Haryana,2019,4,Mahendragarh District,162341
Haryana,2019,4,Hisar District,339753
Haryana,2019,4,Karnal District,255280
Haryana,2019,4,Fatehabad District,137065
Haryana,2019,4,Palwal District,209434
Haryana,2019,4,Charkhi Dadri District,52964
Haryana,2019,4,Ambala District,194413
Haryana,2019,4,Rewari District,294161
Haryana,2019,4,Panchkula District,147023
Haryana,2019,4,Bhiwani District,187294
Haryana,2019,4,Sirsa District,196540
Haryana,2019,4,Mewat District,149894
Haryana,2019,4,Panipat District,262435
Haryana,2019,4,Gurugram District,1574240
Haryana,2019,4,Kaithal District,136563
Haryana,2019,4,Kurukshetra District,166454
Haryana,2019,4,Jhajjar District,206377
Haryana,2020,1,Yamunanagar District,178961
Haryana,2020,1,Sonipat District,325111
Haryana,2020,1,Jind District,190347
Haryana,2020,1,Rohtak District,231317
Haryana,2020,1,Faridabad District,935992
Haryana,2020,1,Mahendragarh District,181158
Haryana,2020,1,Hisar District,382469
Haryana,2020,1,Karnal District,283270
Haryana,2020,1,Fatehabad District,152969
Haryana,2020,1,Palwal District,233542
Haryana,2020,1,Charkhi Dadri District,59348
Haryana,2020,1,Ambala District,215379
Haryana,2020,1,Rewari District,323001
Haryana,2020,1,Panchkula District,160534
Haryana,2020,1,Bhiwani District,208228
Haryana,2020,1,Sirsa District,219623
Haryana,2020,1,Mewat District,176392
Haryana,2020,1,Panipat District,293916
Haryana,2020,1,Gurugram District,1700505
Haryana,2020,1,Kaithal District,151832
Haryana,2020,1,Kurukshetra District,184817
Haryana,2020,1,Jhajjar District,230059
Haryana,2020,2,Yamunanagar District,200549
Haryana,2020,2,Sonipat District,362890
Haryana,2020,2,Jind District,211019
Haryana,2020,2,Rohtak District,254647
Haryana,2020,2,Faridabad District,1010271
Haryana,2020,2,Mahendragarh District,203682
Haryana,2020,2,Hisar District,417164
Haryana,2020,2,Karnal District,313828
Haryana,2020,2,Fatehabad District,168959
Haryana,2020,2,Palwal District,259528
Haryana,2020,2,Charkhi Dadri District,67004
Haryana,2020,2,Ambala District,239160
Haryana,2020,2,Rewari District,354024
Haryana,2020,2,Panchkula District,175646
Haryana,2020,2,Bhiwani District,232402
Haryana,2020,2,Sirsa District,242506
Haryana,2020,2,Mewat District,205921
Haryana,2020,2,Panipat District,324833
Haryana,2020,2,Gurugram District,1809777
Haryana,2020,2,Kaithal District,168699
Haryana,2020,2,Kurukshetra District,203788
Haryana,2020,2,Jhajjar District,256581
Haryana,2020,3,Yamunanagar District,221375
Haryana,2020,3,Sonipat District,402001
Haryana,2020,3,Jind District,232549
Haryana,2020,3,Rohtak District,280325
Haryana,2020,3,Faridabad District,1094570
Haryana,2020,3,Mahendragarh District,225580
Haryana,2020,3,Hisar District,453910
Haryana,2020,3,Karnal District,344289
Haryana,2020,3,Fatehabad District,184755
Haryana,2020,3,Palwal District,285223
Haryana,2020,3,Charkhi Dadri District,74479
Haryana,2020,3,Ambala District,262146
Haryana,2020,3,Rewari District,388025
Haryana,2020,3,Panchkula District,191215
Haryana,2020,3,Bhiwani District,255889
Haryana,2020,3,Sirsa District,266572
Haryana,2020,3,Mewat District,234889
Haryana,2020,3,Panipat District,357830
Haryana,2020,3,Gurugram District,1949331
Haryana,2020,3,Kaithal District,185714
Haryana,2020,3,Kurukshetra District,223297
Haryana,2020,3,Jhajjar District,284852
Haryana,2020,4,Yamunanagar District,242753
Haryana,2020,4,Sonipat District,441088
Haryana,2020,4,Jind District,254452
Haryana,2020,4,Rohtak District,305922
Haryana,2020,4,Faridabad District,1182635
Haryana,2020,4,Mahendragarh District,245723
Haryana,2020,4,Hisar District,490971
Haryana,2020,4,Karnal District,374733
Haryana,2020,4,Fatehabad District,200390
Haryana,2020,4,Palwal District,310698
Haryana,2020,4,Charkhi Dadri District,81772
Haryana,2020,4,Ambala District,285566
Haryana,2020,4,Rewari District,421106
Haryana,2020,4,Panchkula District,207622
Haryana,2020,4,Bhiwani District,279824
Haryana,2020,4,Sirsa District,289231
Haryana,2020,4,Mewat District,260584
Haryana,2020,4,Panipat District,391952
Haryana,2020,4,Gurugram District,2104240
Haryana,2020,4,Kaithal District,202911
Haryana,2020,4,Kurukshetra District,242556
Haryana,2020,4,Jhajjar District,313144
Haryana,2021,1,Yamunanagar District,261709
Haryana,2021,1,Sonipat District,475192
Haryana,2021,1,Jind District,273932
Haryana,2021,1,Rohtak District,329147
Haryana,2021,1,Faridabad District,1272506
Haryana,2021,1,Mahendragarh District,265121
Haryana,2021,1,Hisar District,526528
Haryana,2021,1,Karnal District,402850
Haryana,2021,1,Fatehabad District,215301
Haryana,2021,1,Palwal District,335048
Haryana,2021,1,Charkhi Dadri District,88122
Haryana,2021,1,Ambala District,307153
Haryana,2021,1,Rewari District,453500
Haryana,2021,1,Panchkula District,223482
Haryana,2021,1,Bhiwani District,301458
Haryana,2021,1,Sirsa District,310911
Haryana,2021,1,Mewat District,284058
Haryana,2021,1,Panipat District,423131
Haryana,2021,1,Gurugram District,2262589
Haryana,2021,1,Kaithal District,218191
Haryana,2021,1,Kurukshetra District,260673
Haryana,2021,1,Jhajjar District,337303
Haryana,2021,2,Yamunanagar District,280813
Haryana,2021,2,Sonipat District,510058
Haryana,2021,2,Jind District,294468
Haryana,2021,2,Rohtak District,353305
Haryana,2021,2,Faridabad District,1360855
Haryana,2021,2,Mahendragarh District,285025
Haryana,2021,2,Hisar District,564047
Haryana,2021,2,Karnal District,432042
Haryana,2021,2,Fatehabad District,231017
Haryana,2021,2,Palwal District,359544
Haryana,2021,2,Charkhi Dadri District,94774
Haryana,2021,2,Ambala District,329225
Haryana,2021,2,Rewari District,485784
Haryana,2021,2,Panchkula District,239170
Haryana,2021,2,Bhiwani District,324156
Haryana,2021,2,Sirsa District,334240
Haryana,2021,2,Mewat District,305382
Haryana,2021,2,Panipat District,454218
Haryana,2021,2,Gurugram District,2416391
Haryana,2021,2,Kaithal District,234468
Haryana,2021,2,Kurukshetra District,279452
Haryana,2021,2,Jhajjar District,362160
Haryana,2021,3,Yamunanagar District,302286
Haryana,2021,3,Sonipat District,549613
Haryana,2021,3,Jind District,317982
Haryana,2021,3,Rohtak District,380370
Haryana,2021,3,Faridabad District,1459758
Haryana,2021,3,Mahendragarh District,307779
Haryana,2021,3,Hisar District,606513
Haryana,2021,3,Karnal District,464990
Haryana,2021,3,Fatehabad District,248955
Haryana,2021,3,Palwal District,387557
Haryana,2021,3,Charkhi Dadri District,102606
Haryana,2021,3,Ambala District,354017
Haryana,2021,3,Rewari District,522734
Haryana,2021,3,Panchkula District,256782
Haryana,2021,3,Bhiwani District,350185
Haryana,2021,3,Sirsa District,360856
Haryana,2021,3,Mewat District,329621
Haryana,2021,3,Panipat District,489226
Haryana,2021,3,Gurugram District,2589324
Haryana,2021,3,Kaithal District,253117
Haryana,2021,3,Kurukshetra District,300453
Haryana,2021,3,Jhajjar District,390612
Haryana,2021,4,Yamunanagar District,323121
Haryana,2021,4,Sonipat District,588700
Haryana,2021,4,Jind District,340969
Haryana,2021,4,Rohtak District,407245
Haryana,2021,4,Faridabad District,1559756
Haryana,2021,4,Mahendragarh District,330237
Haryana,2021,4,Hisar District,648827
Haryana,2021,4,Karnal District,497166
Haryana,2021,4,Fatehabad District,266637
Haryana,2021,4,Palwal District,415495
Haryana,2021,4,Charkhi Dadri District,110066
Haryana,2021,4,Ambala District,378472
Haryana,2021,4,Rewari District,559494
Haryana,2021,4,Panchkula District,274389
Haryana,2021,4,Bhiwani District,375910
Haryana,2021,4,Sirsa District,386829
Haryana,2021,4,Mewat District,354072
Haryana,2021,4,Panipat District,523678
Haryana,2021,4,Gurugram District,2764490
Haryana,2021,4,Kaithal District,271182
Haryana,2021,4,Kurukshetra District,320754
Haryana,2021,4,Jhajjar District,418950
Haryana,2022,1,Yamunanagar District,342886
Haryana,2022,1,Sonipat District,626016
Haryana,2022,1,Jind District,362830
Haryana,2022,1,Rohtak District,432623
Haryana,2022,1,Faridabad District,1654074
Haryana,2022,1,Mahendragarh District,351808
Haryana,2022,1,Hisar District,689980
Haryana,2022,1,Karnal District,527415
Haryana,2022,1,Fatehabad District,283380
Haryana,2022,1,Palwal District,441872
Haryana,2022,1,Charkhi Dadri District,117471
Haryana,2022,1,Ambala District,401530
Haryana,2022,1,Rewari District,595001
Haryana,2022,1,Panchkula District,290799
Haryana,2022,1,Bhiwani District,400556
Haryana,2022,1,Sirsa District,411238
Haryana,2022,1,Mewat District,377036
Haryana,2022,1,Panipat District,556104
Haryana,2022,1,Gurugram District,2929873
Haryana,2022,1,Kaithal District,288578
Haryana,2022,1,Kurukshetra District,340030
Haryana,2022,1,Jhajjar District,445888
Haryana,2022,2,Yamunanagar District,361342
Haryana,2022,2,Sonipat District,661278
Haryana,2022,2,Jind District,383193
Haryana,2022,2,Rohtak District,456537
Haryana,2022,2,Faridabad District,1743764
Haryana,2022,2,Mahendragarh District,371882
Haryana,2022,2,Hisar District,727942
Haryana,2022,2,Karnal District,555939
Haryana,2022,2,Fatehabad District,299086
Haryana,2022,2,Palwal District,466861
Haryana,2022,2,Charkhi Dadri District,124320
Haryana,2022,2,Ambala District,423290
Haryana,2022,2,Rewari District,628614
Haryana,2022,2,Panchkula District,306460
Haryana,2022,2,Bhiwani District,423595
Haryana,2022,2,Sirsa District,434030
Haryana,2022,2,Mewat District,398639
Haryana,2022,2,Panipat District,587006
Haryana,2022,2,Gurugram District,3088176
Haryana,2022,2,Kaithal District,304645
Haryana,2022,2,Kurukshetra District,358109
Haryana,2022,2,Jhajjar District,471357
Haryana,2022,3,Yamunanagar District,380160
Haryana,2022,3,Sonipat District,697349
Haryana,2022,3,Jind District,403750
Haryana,2022,3,Rohtak District,481082
Haryana,2022,3,Faridabad District,1837594
Haryana,2022,3,Mahendragarh District,392798
Haryana,2022,3,Hisar District,766206
Haryana,2022,3,Karnal District,584928
Haryana,2022,3,Fatehabad District,314613
Haryana,2022,3,Palwal District,492837
Haryana,2022,3,Charkhi Dadri District,131203
Haryana,2022,3,Ambala District,445403
Haryana,2022,3,Rewari District,663418
Haryana,2022,3,Panchkula District,322320
Haryana,2022,3,Bhiwani District,446960
Haryana,2022,3,Sirsa District,456583
Haryana,2022,3,Mewat District,421283
Haryana,2022,3,Panipat District,618937
Haryana,2022,3,Gurugram District,3251792
Haryana,2022,3,Kaithal District,320757
Haryana,2022,3,Kurukshetra District,376380
Haryana,2022,3,Jhajjar District,497580
Haryana,2022,4,Yamunanagar District,397532
Haryana,2022,4,Sonipat District,731324
Haryana,2022,4,Jind District,422244
Haryana,2022,4,Rohtak District,504058
Haryana,2022,4,Faridabad District,1930743
Haryana,2022,4,Mahendragarh District,411550
Haryana,2022,4,Hisar District,801156
Haryana,2022,4,Karnal District,611868
Haryana,2022,4,Fatehabad District,328692
Haryana,2022,4,Palwal District,516553
Haryana,2022,4,Charkhi Dadri District,137231
Haryana,2022,4,Ambala District,465968
Haryana,2022,4,Rewari District,696113
Haryana,2022,4,Panchkula District,337614
Haryana,2022,4,Bhiwani District,467763
Haryana,2022,4,Sirsa District,476800
Haryana,2022,4,Mewat District,441859
Haryana,2022,4,Panipat District,649292
Haryana,2022,4,Gurugram District,3416098
Haryana,2022,4,Kaithal District,335364
Haryana,2022,4,Kurukshetra District,393430
Haryana,2022,4,Jhajjar District,521692
Himachal Pradesh,2018,1,Solan District,50035
Himachal Pradesh,2018,1,Sirmaur District,15880
Himachal Pradesh,2018,1,Shimla District,28214
Himachal Pradesh,2018,1,Bilaspur District,11975
Himachal Pradesh,2018,1,Hamirpur District,15614
Himachal Pradesh,2018,1,Una District,13234
Himachal Pradesh,2018,1,Kangra District,39016
Himachal Pradesh,2018,1,Kullu District,15318
Himachal Pradesh,2018,1,Mandi District,26238
Himachal Pradesh,2018,1,Lahul And Spiti District,487
Himachal Pradesh,2018,1,Chamba District,8678
Himachal Pradesh,2018,1,Kinnaur District,2684
Himachal Pradesh,2018,2,Solan District,68950
Himachal Pradesh,2018,2,Sirmaur District,22379
Himachal Pradesh,2018,2,Shimla District,38590
Himachal Pradesh,2018,2,Bilaspur District,16531
Himachal Pradesh,2018,2,Hamirpur District,21374
Himachal Pradesh,2018,2,Una District,18691
Himachal Pradesh,2018,2,Kangra District,54828
Himachal Pradesh,2018,2,Kullu District,21077
Himachal Pradesh,2018,2,Mandi District,36126
Himachal Pradesh,2018,2,Lahul And Spiti District,633
Himachal Pradesh,2018,2,Chamba District,12259
Himachal Pradesh,2018,2,Kinnaur District,3861
Himachal Pradesh,2018,3,Solan District,88724
Himachal Pradesh,2018,3,Sirmaur District,28959
Himachal Pradesh,2018,3,Shimla District,49820
Himachal Pradesh,2018,3,Bilaspur District,21030
Himachal Pradesh,2018,3,Hamirpur District,27915
Himachal Pradesh,2018,3,Una District,24952
Himachal Pradesh,2018,3,Kangra District,71494
Himachal Pradesh,2018,3,Kullu District,26840
