States,Year,Quarter,Trans_Type,Trans_Counts,Amount
Meghalaya,2021,3,Financial Services,1556,2379067.115
Meghalaya,2021,3,Others,5045,3937887.554
Meghalaya,2021,4,Peer to Peer Payments,669693,3233210262
Meghalaya,2021,4,"Recharge , bill payments",447310,165277548.5
Meghalaya,2021,4,Merchant payments,314445,442464385
Meghalaya,2021,4,Financial Services,1989,2464327.924
Meghalaya,2021,4,Others,6756,5348877.037
Meghalaya,2022,1,Peer to Peer Payments,801009,3899172009
Meghalaya,2022,1,"Recharge , bill payments",459530,192026788.6
Meghalaya,2022,1,Merchant payments,405859,563004043.9
Meghalaya,2022,1,Financial Services,2134,3019251.86
Meghalaya,2022,1,Others,6218,5116238.236
Meghalaya,2022,2,Peer to Peer Payments,977816,4359000096
Meghalaya,2022,2,Merchant payments,591364,714995836.6
Meghalaya,2022,2,"Recharge , bill payments",467745,200896879.7
Meghalaya,2022,2,Financial Services,1880,2406087.095
Meghalaya,2022,2,Others,5844,4192522.345
Meghalaya,2022,3,Peer to Peer Payments,2050942,7796315454
Meghalaya,2022,3,Merchant payments,1486098,1468318733
Meghalaya,2022,3,"Recharge , bill payments",810017,330230375.9
Meghalaya,2022,3,Financial Services,3504,3106775.386
Meghalaya,2022,3,Others,8604,5329459.166
Meghalaya,2022,4,Peer to Peer Payments,1901671,7328913724
Meghalaya,2022,4,Merchant payments,1334431,1381013597
Meghalaya,2022,4,"Recharge , bill payments",685678,278377945.4
Meghalaya,2022,4,Financial Services,3544,3564357.12
Meghalaya,2022,4,Others,7124,4671532.631
Mizoram,2018,1,"Recharge , bill payments",10155,2199565.259
Mizoram,2018,1,Peer to Peer Payments,6845,41186717.28
Mizoram,2018,1,Merchant payments,616,1066002.167
Mizoram,2018,1,Financial Services,260,65022.49897
Mizoram,2018,1,Others,685,709912.7728
Mizoram,2018,2,"Recharge , bill payments",13550,3107406.502
Mizoram,2018,2,Peer to Peer Payments,11427,77040044.25
Mizoram,2018,2,Merchant payments,1310,2368711.976
Mizoram,2018,2,Financial Services,167,60939.77305
Mizoram,2018,2,Others,597,931303.0543
Mizoram,2018,3,Peer to Peer Payments,18564,108783543.9
Mizoram,2018,3,"Recharge , bill payments",17610,4050433.596
Mizoram,2018,3,Merchant payments,2310,2952533.8
Mizoram,2018,3,Financial Services,240,43891.23943
Mizoram,2018,3,Others,592,770335.5795
Mizoram,2018,4,Peer to Peer Payments,26212,177049162.1
Mizoram,2018,4,"Recharge , bill payments",24533,5523702.976
Mizoram,2018,4,Merchant payments,3699,6911586.608
Mizoram,2018,4,Financial Services,145,35654.18338
Mizoram,2018,4,Others,653,906746.631
Mizoram,2019,1,Peer to Peer Payments,35126,204183867.4
Mizoram,2019,1,"Recharge , bill payments",30327,6760113.704
Mizoram,2019,1,Merchant payments,3984,6470456.032
Mizoram,2019,1,Financial Services,133,33512.39607
Mizoram,2019,1,Others,736,712945.8536
Mizoram,2019,2,Peer to Peer Payments,37364,233471780
Mizoram,2019,2,"Recharge , bill payments",31903,7823562.398
Mizoram,2019,2,Merchant payments,5646,5889316.861
Mizoram,2019,2,Financial Services,80,14455.38099
Mizoram,2019,2,Others,678,817593.4915
Mizoram,2019,3,"Recharge , bill payments",49073,12966806.7
Mizoram,2019,3,Peer to Peer Payments,42645,257538220.2
Mizoram,2019,3,Merchant payments,5560,7397529.021
Mizoram,2019,3,Financial Services,94,72985.31151
Mizoram,2019,3,Others,722,818358.6945
Mizoram,2019,4,"Recharge , bill payments",60511,16857122.31
Mizoram,2019,4,Peer to Peer Payments,57109,341664291.5
Mizoram,2019,4,Merchant payments,6939,9451111.139
Mizoram,2019,4,Financial Services,100,20966.33331
Mizoram,2019,4,Others,580,695859.3608
Mizoram,2020,1,"Recharge , bill payments",85067,24356294.59
Mizoram,2020,1,Peer to Peer Payments,57916,356260523.2
Mizoram,2020,1,Merchant payments,9961,10404414.59
Mizoram,2020,1,Financial Services,119,283854.3188
Mizoram,2020,1,Others,546,772492.6204
Mizoram,2020,2,"Recharge , bill payments",127592,37504550.78
Mizoram,2020,2,Peer to Peer Payments,60021,404110075.1
Mizoram,2020,2,Merchant payments,10056,14627463.66
Mizoram,2020,2,Financial Services,244,434960.2799
Mizoram,2020,2,Others,549,516383.6344
Mizoram,2020,3,"Recharge , bill payments",132664,40941077.03
Mizoram,2020,3,Peer to Peer Payments,99644,634560147.4
Mizoram,2020,3,Merchant payments,20934,30693648.24
Mizoram,2020,3,Financial Services,535,824864.5131
Mizoram,2020,3,Others,926,924438.3715
Mizoram,2020,4,Peer to Peer Payments,141038,887252744.1
Mizoram,2020,4,"Recharge , bill payments",140297,45386403.17
Mizoram,2020,4,Merchant payments,39676,52094800.57
Mizoram,2020,4,Financial Services,607,855201.5881
Mizoram,2020,4,Others,989,932966.3003
Mizoram,2021,1,Peer to Peer Payments,156386,982955112.2
Mizoram,2021,1,"Recharge , bill payments",128055,45558278.22
Mizoram,2021,1,Merchant payments,43511,70289687.95
Mizoram,2021,1,Financial Services,648,1330632.979
Mizoram,2021,1,Others,975,971875.6084
Mizoram,2021,2,Peer to Peer Payments,173064,995581952.9
Mizoram,2021,2,"Recharge , bill payments",161763,56059844.24
Mizoram,2021,2,Merchant payments,57877,69528721.4
Mizoram,2021,2,Financial Services,611,710657.5066
Mizoram,2021,2,Others,1025,993297.2509
Mizoram,2021,3,Peer to Peer Payments,224873,1290523196
Mizoram,2021,3,"Recharge , bill payments",177281,67493206.62
Mizoram,2021,3,Merchant payments,74553,113697005.9
Mizoram,2021,3,Financial Services,522,806905.9729
Mizoram,2021,3,Others,1300,1228335.458
Mizoram,2021,4,Peer to Peer Payments,272209,1545255603
Mizoram,2021,4,"Recharge , bill payments",179405,67548806.85
Mizoram,2021,4,Merchant payments,99265,154183940.7
Mizoram,2021,4,Financial Services,695,2202285.708
Mizoram,2021,4,Others,1755,1475104.828
Mizoram,2022,1,Peer to Peer Payments,302740,1691281090
Mizoram,2022,1,"Recharge , bill payments",190137,76541062.34
Mizoram,2022,1,Merchant payments,109669,174157725.4
Mizoram,2022,1,Financial Services,731,1657575.283
Mizoram,2022,1,Others,1640,1521510.587
Mizoram,2022,2,Peer to Peer Payments,332102,1739114390
Mizoram,2022,2,"Recharge , bill payments",172281,70775723.35
Mizoram,2022,2,Merchant payments,137279,191484723.8
Mizoram,2022,2,Financial Services,656,801633.2115
Mizoram,2022,2,Others,1659,1010096.481
Mizoram,2022,3,Peer to Peer Payments,349715,1665955695
Mizoram,2022,3,"Recharge , bill payments",156874,68463689.8
Mizoram,2022,3,Merchant payments,150320,209934220.3
Mizoram,2022,3,Financial Services,802,880187.5513
Mizoram,2022,3,Others,1327,1031819.444
Mizoram,2022,4,Peer to Peer Payments,378295,1750113148
Mizoram,2022,4,Merchant payments,164389,222455759.2
Mizoram,2022,4,"Recharge , bill payments",148573,63477925.04
Mizoram,2022,4,Financial Services,932,949850.1989
Mizoram,2022,4,Others,1585,914402.5369
Nagaland,2018,1,"Recharge , bill payments",28198,5361675.55
Nagaland,2018,1,Peer to Peer Payments,11631,69830122.02
Nagaland,2018,1,Merchant payments,822,1170667.415
Nagaland,2018,1,Financial Services,399,299016.7346
Nagaland,2018,1,Others,1795,1344409.366
Nagaland,2018,2,"Recharge , bill payments",41959,9139467.704
Nagaland,2018,2,Peer to Peer Payments,20099,140193107.7
Nagaland,2018,2,Merchant payments,1529,2293935.491
Nagaland,2018,2,Financial Services,379,153458.5232
Nagaland,2018,2,Others,1633,1545608.465
Nagaland,2018,3,"Recharge , bill payments",54885,12664922.72
Nagaland,2018,3,Peer to Peer Payments,33930,223964723.2
Nagaland,2018,3,Merchant payments,3518,3631042.278
Nagaland,2018,3,Financial Services,460,125171.6185
Nagaland,2018,3,Others,1578,1406883.165
Nagaland,2018,4,"Recharge , bill payments",72881,16615511.42
Nagaland,2018,4,Peer to Peer Payments,53723,358926253.4
Nagaland,2018,4,Merchant payments,10350,10500634.79
Nagaland,2018,4,Financial Services,587,216127.4085
Nagaland,2018,4,Others,1792,1754940.491
Nagaland,2019,1,"Recharge , bill payments",87596,20020458.08
Nagaland,2019,1,Peer to Peer Payments,71642,411855878.2
Nagaland,2019,1,Merchant payments,7306,8187940.322
Nagaland,2019,1,Financial Services,430,101072.8977
Nagaland,2019,1,Others,1605,1776362.866
Nagaland,2019,2,"Recharge , bill payments",92492,21350211.08
Nagaland,2019,2,Peer to Peer Payments,81065,487705354.5
Nagaland,2019,2,Merchant payments,12949,8990954.08
Nagaland,2019,2,Financial Services,286,129758.0026
Nagaland,2019,2,Others,1961,1890404.533
Nagaland,2019,3,"Recharge , bill payments",145812,33293527.93
Nagaland,2019,3,Peer to Peer Payments,100736,601803135.5
Nagaland,2019,3,Merchant payments,13031,13381591.2
Nagaland,2019,3,Financial Services,210,229319.8492
Nagaland,2019,3,Others,2089,2248897.262
Nagaland,2019,4,"Recharge , bill payments",172761,39720745.6
Nagaland,2019,4,Peer to Peer Payments,128674,777298578.6
Nagaland,2019,4,Merchant payments,13578,15460907.23
Nagaland,2019,4,Financial Services,499,283291.7741
Nagaland,2019,4,Others,1658,1773615.135
Nagaland,2020,1,"Recharge , bill payments",221741,53662023.32
Nagaland,2020,1,Peer to Peer Payments,135966,821508819.6
Nagaland,2020,1,Merchant payments,18249,17663339.37
Nagaland,2020,1,Financial Services,528,215066.7835
Nagaland,2020,1,Others,1567,1730779.671
Nagaland,2020,2,"Recharge , bill payments",328269,85264116.12
Nagaland,2020,2,Peer to Peer Payments,166866,1025000210
Nagaland,2020,2,Merchant payments,20004,25214703.91
Nagaland,2020,2,Financial Services,860,989239.9672
Nagaland,2020,2,Others,1567,1206234.395
Nagaland,2020,3,"Recharge , bill payments",347494,91214897.19
Nagaland,2020,3,Peer to Peer Payments,330638,1851638120
Nagaland,2020,3,Merchant payments,51912,62568884.13
Nagaland,2020,3,Financial Services,2544,2136903.024
Nagaland,2020,3,Others,3731,2090339.271
Nagaland,2020,4,Peer to Peer Payments,417393,2563827858
Nagaland,2020,4,"Recharge , bill payments",335297,91929581.88
Nagaland,2020,4,Merchant payments,90496,113115660.2
Nagaland,2020,4,Financial Services,1068,1017278.31
Nagaland,2020,4,Others,3571,3194492.153
Nagaland,2021,1,Peer to Peer Payments,477346,2841021698
Nagaland,2021,1,"Recharge , bill payments",376473,110095189.6
Nagaland,2021,1,Merchant payments,116846,151202427.1
Nagaland,2021,1,Financial Services,1511,1929643.694
Nagaland,2021,1,Others,3721,3201525.695
Nagaland,2021,2,Peer to Peer Payments,526966,2847731458
Nagaland,2021,2,"Recharge , bill payments",453979,126962524.7
Nagaland,2021,2,Merchant payments,144413,176831583.1
Nagaland,2021,2,Financial Services,1624,1785915.637
Nagaland,2021,2,Others,3809,2982482.691
Nagaland,2021,3,Peer to Peer Payments,667633,3536780177
Nagaland,2021,3,"Recharge , bill payments",474693,141172028.2
Nagaland,2021,3,Merchant payments,208387,304493279.8
Nagaland,2021,3,Financial Services,1437,1634878.889
Nagaland,2021,3,Others,4642,3336484.283
Nagaland,2021,4,Peer to Peer Payments,819452,4335295238
Nagaland,2021,4,"Recharge , bill payments",492411,154359432.1
Nagaland,2021,4,Merchant payments,311673,442578210.1
Nagaland,2021,4,Financial Services,1790,2263055.522
Nagaland,2021,4,Others,6157,4587848.469
Nagaland,2022,1,Peer to Peer Payments,963378,4798355632
Nagaland,2022,1,"Recharge , bill payments",529038,175942440.6
Nagaland,2022,1,Merchant payments,425336,563650239.9
Nagaland,2022,1,Financial Services,2022,2503998.825
Nagaland,2022,1,Others,6178,4499397.928
Nagaland,2022,2,Peer to Peer Payments,1032542,4933041257
Nagaland,2022,2,Merchant payments,513456,640665988.2
Nagaland,2022,2,"Recharge , bill payments",479322,162238616.4
Nagaland,2022,2,Financial Services,1547,1519503.219
Nagaland,2022,2,Others,4462,2819984.002
Nagaland,2022,3,Peer to Peer Payments,990896,4568905306
Nagaland,2022,3,Merchant payments,467257,642368278.6
Nagaland,2022,3,"Recharge , bill payments",430854,148324294.7
Nagaland,2022,3,Financial Services,1479,2345498.603
Nagaland,2022,3,Others,3627,2457117.276
Nagaland,2022,4,Peer to Peer Payments,1314122,5888068477
Nagaland,2022,4,Merchant payments,647805,906834415.5
Nagaland,2022,4,"Recharge , bill payments",508230,170028535.8
Nagaland,2022,4,Financial Services,2104,1909585.07
Nagaland,2022,4,Others,3944,3125371.206
Odisha,2018,1,"Recharge , bill payments",2874109,331254466.2
Odisha,2018,1,Peer to Peer Payments,2305610,4033548999
Odisha,2018,1,Financial Services,323352,58099674.95
Odisha,2018,1,Merchant payments,129659,112301341.7
Odisha,2018,1,Others,177091,92427728.93
Odisha,2018,2,Peer to Peer Payments,3989202,7621288196
Odisha,2018,2,"Recharge , bill payments",3307545,482823290.4
Odisha,2018,2,Financial Services,472304,67829259.92
Odisha,2018,2,Merchant payments,257628,213530873.4
Odisha,2018,2,Others,131465,102838720.4
Odisha,2018,3,Peer to Peer Payments,24472139,22029087499
Odisha,2018,3,"Recharge , bill payments",3886392,605721781.5
Odisha,2018,3,Financial Services,836547,97292154.49
Odisha,2018,3,Merchant payments,729995,275532813.4
Odisha,2018,3,Others,127082,86881527.58
Odisha,2018,4,Peer to Peer Payments,12285028,21804268078
Odisha,2018,4,"Recharge , bill payments",5142124,773017649.6
Odisha,2018,4,Merchant payments,3061813,682181415.9
Odisha,2018,4,Financial Services,495495,55534399.31
Odisha,2018,4,Others,158338,114868029.2
Odisha,2019,1,Peer to Peer Payments,24117274,33342321631
Odisha,2019,1,"Recharge , bill payments",6713747,1120730273
Odisha,2019,1,Merchant payments,2690762,821493664.6
Odisha,2019,1,Financial Services,375910,34542738.89
Odisha,2019,1,Others,134249,108039623.3
Odisha,2019,2,Peer to Peer Payments,16455353,41423292022
Odisha,2019,2,"Recharge , bill payments",7845252,1506620073
Odisha,2019,2,Merchant payments,4827067,1664621261
Odisha,2019,2,Financial Services,202705,20424212.31
Odisha,2019,2,Others,181647,139897303.5
Odisha,2019,3,Peer to Peer Payments,18490877,51447586885
Odisha,2019,3,Merchant payments,13984738,3895753253
Odisha,2019,3,"Recharge , bill payments",8565917,1806123698
Odisha,2019,3,Financial Services,195034,31079934.76
Odisha,2019,3,Others,185706,124033587.2
Odisha,2019,4,Peer to Peer Payments,43284477,72966050937
Odisha,2019,4,"Recharge , bill payments",10629461,2290841668
Odisha,2019,4,Merchant payments,10601703,4395710870
Odisha,2019,4,Financial Services,323887,38782542.05
Odisha,2019,4,Others,156105,77987614.25
Odisha,2020,1,Peer to Peer Payments,27110930,82863844732
Odisha,2020,1,Merchant payments,13269709,5738217250
Odisha,2020,1,"Recharge , bill payments",13083524,3253609733
Odisha,2020,1,Financial Services,84037,27641460.91
Odisha,2020,1,Others,134107,73485022.97
Odisha,2020,2,Peer to Peer Payments,24520938,80990080778
Odisha,2020,2,"Recharge , bill payments",17040333,4551061364
Odisha,2020,2,Merchant payments,8313965,6092753945
Odisha,2020,2,Financial Services,66787,50322080.34
Odisha,2020,2,Others,86553,48818444.57
Odisha,2020,3,Peer to Peer Payments,34182172,1.07E+11
Odisha,2020,3,"Recharge , bill payments",17126851,5015719824
Odisha,2020,3,Merchant payments,14519265,10242496366
Odisha,2020,3,Financial Services,90736,84971747.76
Odisha,2020,3,Others,114805,56087156.19
Odisha,2020,4,Peer to Peer Payments,47588728,1.53E+11
Odisha,2020,4,Merchant payments,27124765,19347472703
Odisha,2020,4,"Recharge , bill payments",17318073,5532179002
Odisha,2020,4,Financial Services,106189,104419909.7
Odisha,2020,4,Others,187195,109856053
Odisha,2021,1,Peer to Peer Payments,54417515,1.81E+11
Odisha,2021,1,Merchant payments,38180718,25201936762
Odisha,2021,1,"Recharge , bill payments",18633830,6552605938
Odisha,2021,1,Financial Services,87263,95064023.95
Odisha,2021,1,Others,141032,97693172.73
Odisha,2021,2,Peer to Peer Payments,66929109,2.08E+11
Odisha,2021,2,Merchant payments,39402607,29208847675
Odisha,2021,2,"Recharge , bill payments",25183699,8024323050
Odisha,2021,2,Financial Services,102474,102761987
Odisha,2021,2,Others,206448,122302396.2
Odisha,2021,3,Peer to Peer Payments,85728576,2.51E+11
Odisha,2021,3,Merchant payments,64268830,43316348173
Odisha,2021,3,"Recharge , bill payments",26943670,9025674783
Odisha,2021,3,Financial Services,97213,112383446.9
Odisha,2021,3,Others,324385,175452005.4
Odisha,2021,4,Peer to Peer Payments,107560893,3.11E+11
Odisha,2021,4,Merchant payments,99512650,63383870318
Odisha,2021,4,"Recharge , bill payments",26302130,10728834441
Odisha,2021,4,Financial Services,133004,147526652.5
Odisha,2021,4,Others,416689,286705478.5
Odisha,2022,1,Peer to Peer Payments,118999900,3.64E+11
Odisha,2022,1,Merchant payments,118108271,74302051598
Odisha,2022,1,"Recharge , bill payments",26083549,12133153537
Odisha,2022,1,Financial Services,102802,118946014.4
Odisha,2022,1,Others,338977,225699523.4
Odisha,2022,2,Merchant payments,148544714,90369380299
Odisha,2022,2,Peer to Peer Payments,134717859,4.06E+11
Odisha,2022,2,"Recharge , bill payments",29843263,13602640171
Odisha,2022,2,Financial Services,88649,95050158.47
Odisha,2022,2,Others,257113,174284263.8
Odisha,2022,3,Merchant payments,188143417,1.03E+11
Odisha,2022,3,Peer to Peer Payments,161912635,4.44E+11
Odisha,2022,3,"Recharge , bill payments",36270166,16916650473
Odisha,2022,3,Financial Services,113961,114005499
Odisha,2022,3,Others,247147,185902663.4
Odisha,2022,4,Merchant payments,222167575,1.21E+11
Odisha,2022,4,Peer to Peer Payments,186438654,5.12E+11
Odisha,2022,4,"Recharge , bill payments",36735289,18266150373
Odisha,2022,4,Financial Services,132033,149681749.3
Odisha,2022,4,Others,241192,205745557.9
Puducherry,2018,1,"Recharge , bill payments",53125,9704752.649
Puducherry,2018,1,Peer to Peer Payments,40303,147834476.2
Puducherry,2018,1,Merchant payments,4163,4427034.032
Puducherry,2018,1,Financial Services,2086,565799.4553
Puducherry,2018,1,Others,4535,3293909.071
Puducherry,2018,2,"Recharge , bill payments",59867,14607336.9
Puducherry,2018,2,Peer to Peer Payments,57751,261299695.2
Puducherry,2018,2,Merchant payments,6904,6103101.529
Puducherry,2018,2,Financial Services,2105,822585.9572
Puducherry,2018,2,Others,3634,2968399.962
Puducherry,2018,3,Peer to Peer Payments,101817,378368361.4
Puducherry,2018,3,"Recharge , bill payments",67909,19654338.11
Puducherry,2018,3,Merchant payments,14384,16102024.28
Puducherry,2018,3,Financial Services,1766,395306.6421
