States,Year,Quarter,Trans_Type,Trans_Counts,Amount
Ladakh,2022,2,Merchant payments,346146,508439376.7
Ladakh,2022,2,"Recharge , bill payments",158996,88531677.99
Ladakh,2022,2,Financial Services,1585,2487560.185
Ladakh,2022,2,Others,2476,2235180.858
Ladakh,2022,3,Peer to Peer Payments,659896,2955729492
Ladakh,2022,3,Merchant payments,367022,551472983.9
Ladakh,2022,3,"Recharge , bill payments",160269,94288872.35
Ladakh,2022,3,Financial Services,1555,1815866.896
Ladakh,2022,3,Others,2116,1892134.752
Ladakh,2022,4,Peer to Peer Payments,559259,2350047972
Ladakh,2022,4,Merchant payments,382456,462189599.3
Ladakh,2022,4,"Recharge , bill payments",138793,79767790.99
Ladakh,2022,4,Financial Services,1248,1198715.212
Ladakh,2022,4,Others,1616,1273495.593
Lakshadweep,2018,1,Peer to Peer Payments,423,1860278.278
Lakshadweep,2018,1,"Recharge , bill payments",342,61432.04939
Lakshadweep,2018,1,Merchant payments,5,590.7505138
Lakshadweep,2018,1,Others,8,6310.102519
Lakshadweep,2018,2,Peer to Peer Payments,1315,5757123.08
Lakshadweep,2018,2,"Recharge , bill payments",750,353202.7989
Lakshadweep,2018,2,Merchant payments,42,64568.47789
Lakshadweep,2018,2,Financial Services,6,9134.413223
Lakshadweep,2018,2,Others,19,3780.769514
Lakshadweep,2018,3,Peer to Peer Payments,841,3926048.745
Lakshadweep,2018,3,"Recharge , bill payments",760,300978.3242
Lakshadweep,2018,3,Merchant payments,87,94046.43333
Lakshadweep,2018,3,Others,15,17958.80957
Lakshadweep,2018,4,"Recharge , bill payments",792,351201.0879
Lakshadweep,2018,4,Peer to Peer Payments,689,3841230.431
Lakshadweep,2018,4,Merchant payments,144,262079.8557
Lakshadweep,2018,4,Financial Services,6,389.8932324
Lakshadweep,2018,4,Others,11,8312.430483
Lakshadweep,2019,1,Peer to Peer Payments,1183,8221402.369
Lakshadweep,2019,1,"Recharge , bill payments",1173,353870.524
Lakshadweep,2019,1,Merchant payments,113,183062.1456
Lakshadweep,2019,1,Others,12,27795.44122
Lakshadweep,2019,2,"Recharge , bill payments",1448,436735.1685
Lakshadweep,2019,2,Peer to Peer Payments,1318,8602732.118
Lakshadweep,2019,2,Merchant payments,137,190716.5412
Lakshadweep,2019,2,Others,23,12340.30958
Lakshadweep,2019,3,"Recharge , bill payments",1528,503049.2412
Lakshadweep,2019,3,Peer to Peer Payments,1455,8923273.863
Lakshadweep,2019,3,Merchant payments,111,215159.6812
Lakshadweep,2019,3,Others,10,10278.67843
Lakshadweep,2019,4,"Recharge , bill payments",1801,618155.9005
Lakshadweep,2019,4,Peer to Peer Payments,1753,10383413.25
Lakshadweep,2019,4,Merchant payments,188,211413.6224
Lakshadweep,2019,4,Financial Services,2,34.39721182
Lakshadweep,2019,4,Others,21,56896.23813
Lakshadweep,2020,1,"Recharge , bill payments",2684,789255.2646
Lakshadweep,2020,1,Peer to Peer Payments,2068,12463327.26
Lakshadweep,2020,1,Merchant payments,387,216594.0308
Lakshadweep,2020,1,Others,12,33192.01728
Lakshadweep,2020,2,"Recharge , bill payments",4497,1061694.139
Lakshadweep,2020,2,Peer to Peer Payments,2176,14718605.19
Lakshadweep,2020,2,Merchant payments,472,971609.4584
Lakshadweep,2020,2,Financial Services,60,158593.597
Lakshadweep,2020,2,Others,15,32419.70309
Lakshadweep,2020,3,"Recharge , bill payments",4696,1186947.554
Lakshadweep,2020,3,Peer to Peer Payments,2946,19189391.62
Lakshadweep,2020,3,Merchant payments,903,842981.1695
Lakshadweep,2020,3,Financial Services,27,45457.5097
Lakshadweep,2020,3,Others,17,42055.45695
Lakshadweep,2020,4,"Recharge , bill payments",5187,1499298.113
Lakshadweep,2020,4,Peer to Peer Payments,4741,27284123.25
Lakshadweep,2020,4,Merchant payments,1668,1227101.638
Lakshadweep,2020,4,Financial Services,22,13968.754
Lakshadweep,2020,4,Others,32,86826.16676
Lakshadweep,2021,1,Peer to Peer Payments,3942,24823715.02
Lakshadweep,2021,1,"Recharge , bill payments",3541,1070209.422
Lakshadweep,2021,1,Merchant payments,1537,1040213.795
Lakshadweep,2021,1,Financial Services,19,15929.09511
Lakshadweep,2021,1,Others,46,92715.58431
Lakshadweep,2021,2,"Recharge , bill payments",5499,1745295.828
Lakshadweep,2021,2,Peer to Peer Payments,4069,23996417.49
Lakshadweep,2021,2,Merchant payments,1743,1525331.915
Lakshadweep,2021,2,Financial Services,29,15052.0185
Lakshadweep,2021,2,Others,44,101366.4031
Lakshadweep,2021,3,Peer to Peer Payments,5687,34142107.52
Lakshadweep,2021,3,"Recharge , bill payments",5153,1700287.473
Lakshadweep,2021,3,Merchant payments,2450,2750367.063
Lakshadweep,2021,3,Financial Services,48,137227.3539
Lakshadweep,2021,3,Others,32,73174.28817
Lakshadweep,2021,4,Peer to Peer Payments,7154,44696668.86
Lakshadweep,2021,4,"Recharge , bill payments",5355,2093901.292
Lakshadweep,2021,4,Merchant payments,2872,4071239.087
Lakshadweep,2021,4,Financial Services,27,19994.54195
Lakshadweep,2021,4,Others,62,116381.746
Lakshadweep,2022,1,Peer to Peer Payments,7913,48590864.57
Lakshadweep,2022,1,"Recharge , bill payments",5334,2322580.17
Lakshadweep,2022,1,Merchant payments,3048,3838358.359
Lakshadweep,2022,1,Financial Services,39,38274.22629
Lakshadweep,2022,1,Others,63,149355.3311
Lakshadweep,2022,2,Peer to Peer Payments,8491,48451728.05
Lakshadweep,2022,2,"Recharge , bill payments",5366,2386144.715
Lakshadweep,2022,2,Merchant payments,3602,4895657.06
Lakshadweep,2022,2,Financial Services,59,87127.82495
Lakshadweep,2022,2,Others,51,108944.3427
Lakshadweep,2022,3,Peer to Peer Payments,7533,40029003.83
Lakshadweep,2022,3,"Recharge , bill payments",4441,1936538.307
Lakshadweep,2022,3,Merchant payments,3142,5469200.646
Lakshadweep,2022,3,Financial Services,64,63629.88417
Lakshadweep,2022,3,Others,61,81636.95473
Lakshadweep,2022,4,Peer to Peer Payments,8686,47450386
Lakshadweep,2022,4,"Recharge , bill payments",4557,2024739.154
Lakshadweep,2022,4,Merchant payments,3819,5250991.002
Lakshadweep,2022,4,Financial Services,35,26453.02478
Lakshadweep,2022,4,Others,50,61304.43025
Madhya Pradesh,2018,1,"Recharge , bill payments",4404190,667057311.5
Madhya Pradesh,2018,1,Peer to Peer Payments,2848290,7590790589
Madhya Pradesh,2018,1,Financial Services,230519,43374288.98
Madhya Pradesh,2018,1,Merchant payments,196394,170119673.7
Madhya Pradesh,2018,1,Others,346002,210261540.7
Madhya Pradesh,2018,2,"Recharge , bill payments",5324535,1132090446
Madhya Pradesh,2018,2,Peer to Peer Payments,4269392,14155603482
Madhya Pradesh,2018,2,Merchant payments,397135,339308203.2
Madhya Pradesh,2018,2,Financial Services,305553,53860331.81
Madhya Pradesh,2018,2,Others,264797,243218603.3
Madhya Pradesh,2018,3,Peer to Peer Payments,9988509,22057686209
Madhya Pradesh,2018,3,"Recharge , bill payments",5733261,1367773857
Madhya Pradesh,2018,3,Merchant payments,784995,465390819.6
Madhya Pradesh,2018,3,Financial Services,359440,46120458.64
Madhya Pradesh,2018,3,Others,260780,212770861.2
Madhya Pradesh,2018,4,Peer to Peer Payments,11456555,30897348665
Madhya Pradesh,2018,4,"Recharge , bill payments",7273502,1669345517
Madhya Pradesh,2018,4,Merchant payments,2056426,1036249754
Madhya Pradesh,2018,4,Financial Services,313540,43367243.15
Madhya Pradesh,2018,4,Others,297532,259296894
Madhya Pradesh,2019,1,Peer to Peer Payments,23708825,44114206183
Madhya Pradesh,2019,1,"Recharge , bill payments",9966905,2423593842
Madhya Pradesh,2019,1,Merchant payments,3018928,1263699222
Madhya Pradesh,2019,1,Financial Services,290838,28901169.29
Madhya Pradesh,2019,1,Others,315553,239879105.6
Madhya Pradesh,2019,2,Peer to Peer Payments,20868744,61758841794
Madhya Pradesh,2019,2,"Recharge , bill payments",12044969,3571897178
Madhya Pradesh,2019,2,Merchant payments,7331352,2671155681
Madhya Pradesh,2019,2,Financial Services,149197,18869661.51
Madhya Pradesh,2019,2,Others,451751,313802065.4
Madhya Pradesh,2019,3,Peer to Peer Payments,22631038,67648107703
Madhya Pradesh,2019,3,Merchant payments,17163551,5147459307
Madhya Pradesh,2019,3,"Recharge , bill payments",13156616,4576521609
Madhya Pradesh,2019,3,Financial Services,192821,25654168.6
Madhya Pradesh,2019,3,Others,466385,278578703
Madhya Pradesh,2019,4,Peer to Peer Payments,32083162,92064471162
Madhya Pradesh,2019,4,Merchant payments,19447707,7304157802
Madhya Pradesh,2019,4,"Recharge , bill payments",16081734,5104821721
Madhya Pradesh,2019,4,Financial Services,127116,24020060.93
Madhya Pradesh,2019,4,Others,392270,190456045.3
Madhya Pradesh,2020,1,Peer to Peer Payments,34540722,1.10E+11
Madhya Pradesh,2020,1,Merchant payments,24618074,9898242848
Madhya Pradesh,2020,1,"Recharge , bill payments",19788516,6311610610
Madhya Pradesh,2020,1,Financial Services,68055,30645714.4
Madhya Pradesh,2020,1,Others,351379,170790656.3
Madhya Pradesh,2020,2,Peer to Peer Payments,34860958,1.28E+11
Madhya Pradesh,2020,2,"Recharge , bill payments",27497528,8904067957
Madhya Pradesh,2020,2,Merchant payments,13685723,10666223054
Madhya Pradesh,2020,2,Financial Services,80988,62073621.44
Madhya Pradesh,2020,2,Others,215376,104956802.2
Madhya Pradesh,2020,3,Peer to Peer Payments,50871564,1.75E+11
Madhya Pradesh,2020,3,Merchant payments,31879804,20621273982
Madhya Pradesh,2020,3,"Recharge , bill payments",25380467,9834190567
Madhya Pradesh,2020,3,Financial Services,131725,122971108.1
Madhya Pradesh,2020,3,Others,316321,144259293.3
Madhya Pradesh,2020,4,Peer to Peer Payments,67972167,2.36E+11
Madhya Pradesh,2020,4,Merchant payments,57707471,37315576877
Madhya Pradesh,2020,4,"Recharge , bill payments",27335834,10977774483
Madhya Pradesh,2020,4,Financial Services,149532,132590450.1
Madhya Pradesh,2020,4,Others,487537,264996097.6
Madhya Pradesh,2021,1,Merchant payments,84812245,50098244500
Madhya Pradesh,2021,1,Peer to Peer Payments,84070625,2.80E+11
Madhya Pradesh,2021,1,"Recharge , bill payments",32500681,13060914041
Madhya Pradesh,2021,1,Financial Services,169378,161838389.8
Madhya Pradesh,2021,1,Others,445569,274786748.1
Madhya Pradesh,2021,2,Peer to Peer Payments,99367521,3.49E+11
Madhya Pradesh,2021,2,Merchant payments,77113464,58839392450
Madhya Pradesh,2021,2,"Recharge , bill payments",46118636,17230546399
Madhya Pradesh,2021,2,Financial Services,188726,177313389.7
Madhya Pradesh,2021,2,Others,526333,317753606
Madhya Pradesh,2021,3,Merchant payments,138433772,85885669792
Madhya Pradesh,2021,3,Peer to Peer Payments,127654821,3.99E+11
Madhya Pradesh,2021,3,"Recharge , bill payments",44437315,19025346051
Madhya Pradesh,2021,3,Financial Services,174454,180366422.6
Madhya Pradesh,2021,3,Others,742972,408508699.4
Madhya Pradesh,2021,4,Merchant payments,197193842,1.26E+11
Madhya Pradesh,2021,4,Peer to Peer Payments,159649020,5.07E+11
Madhya Pradesh,2021,4,"Recharge , bill payments",46220966,22492766779
Madhya Pradesh,2021,4,Financial Services,247925,246488171.4
Madhya Pradesh,2021,4,Others,996331,568617375.6
Madhya Pradesh,2022,1,Merchant payments,237691924,1.43E+11
Madhya Pradesh,2022,1,Peer to Peer Payments,185008444,5.78E+11
Madhya Pradesh,2022,1,"Recharge , bill payments",48870314,25437774564
Madhya Pradesh,2022,1,Financial Services,222923,219927120.2
Madhya Pradesh,2022,1,Others,909453,495513514.8
Madhya Pradesh,2022,2,Merchant payments,287616385,1.74E+11
Madhya Pradesh,2022,2,Peer to Peer Payments,202093283,6.63E+11
Madhya Pradesh,2022,2,"Recharge , bill payments",54318983,29125694282
Madhya Pradesh,2022,2,Financial Services,157672,153944499.7
Madhya Pradesh,2022,2,Others,713506,381178326.3
Madhya Pradesh,2022,3,Merchant payments,391105651,2.12E+11
Madhya Pradesh,2022,3,Peer to Peer Payments,267013695,7.81E+11
Madhya Pradesh,2022,3,"Recharge , bill payments",72148870,39132574048
Madhya Pradesh,2022,3,Financial Services,240678,236981163.6
Madhya Pradesh,2022,3,Others,750665,442608716.7
Madhya Pradesh,2022,4,Merchant payments,492999084,2.73E+11
Madhya Pradesh,2022,4,Peer to Peer Payments,325467851,9.84E+11
Madhya Pradesh,2022,4,"Recharge , bill payments",79289399,45143248069
Madhya Pradesh,2022,4,Financial Services,286931,278304972.6
Madhya Pradesh,2022,4,Others,785003,521508120.7
Maharashtra,2018,1,"Recharge , bill payments",9670237,2283567431
Maharashtra,2018,1,Peer to Peer Payments,5227770,18283896465
Maharashtra,2018,1,Merchant payments,616779,576964070.7
Maharashtra,2018,1,Financial Services,235051,60997258.06
Maharashtra,2018,1,Others,637197,506188033
Maharashtra,2018,2,"Recharge , bill payments",12384216,3725800359
Maharashtra,2018,2,Peer to Peer Payments,7772336,30782831246
Maharashtra,2018,2,Merchant payments,1306326,1226121649
Maharashtra,2018,2,Financial Services,262875,85545909.44
Maharashtra,2018,2,Others,559987,536758077.8
Maharashtra,2018,3,"Recharge , bill payments",14371791,4547486090
Maharashtra,2018,3,Peer to Peer Payments,13470065,45466534004
Maharashtra,2018,3,Merchant payments,2797204,1702220875
Maharashtra,2018,3,Financial Services,234598,52348968.01
Maharashtra,2018,3,Others,664880,492227795.6
Maharashtra,2018,4,Peer to Peer Payments,20824667,68974011019
Maharashtra,2018,4,"Recharge , bill payments",18071025,5860865070
Maharashtra,2018,4,Merchant payments,6047705,3985195742
Maharashtra,2018,4,Financial Services,325121,77345546.53
Maharashtra,2018,4,Others,821705,621519669.5
Maharashtra,2019,1,Peer to Peer Payments,37360716,97373087988
Maharashtra,2019,1,"Recharge , bill payments",24540041,8256500587
Maharashtra,2019,1,Merchant payments,12069119,5172594696
Maharashtra,2019,1,Financial Services,287569,49487746.21
Maharashtra,2019,1,Others,821624,569019903.9
Maharashtra,2019,2,Peer to Peer Payments,42546317,1.31E+11
Maharashtra,2019,2,"Recharge , bill payments",29395661,12197234771
Maharashtra,2019,2,Merchant payments,27854042,9728561727
Maharashtra,2019,2,Financial Services,182840,45291636.11
Maharashtra,2019,2,Others,1170993,765228265.8
Maharashtra,2019,3,Peer to Peer Payments,57991699,1.66E+11
Maharashtra,2019,3,Merchant payments,54683738,17545729507
Maharashtra,2019,3,"Recharge , bill payments",34309301,15471698544
Maharashtra,2019,3,Financial Services,231467,54108447.39
Maharashtra,2019,3,Others,1519376,814284077.9
Maharashtra,2019,4,Merchant payments,80127804,27209874138
Maharashtra,2019,4,Peer to Peer Payments,78795871,2.27E+11
Maharashtra,2019,4,"Recharge , bill payments",40705998,17794666215
Maharashtra,2019,4,Financial Services,129755,49622863.82
Maharashtra,2019,4,Others,1501192,672210825
Maharashtra,2020,1,Merchant payments,100337738,35200130305
Maharashtra,2020,1,Peer to Peer Payments,87067410,2.63E+11
Maharashtra,2020,1,"Recharge , bill payments",50199498,21603565070
Maharashtra,2020,1,Financial Services,123476,91363684.13
Maharashtra,2020,1,Others,1215959,558931962.9
Maharashtra,2020,2,Peer to Peer Payments,74295930,2.40E+11
Maharashtra,2020,2,"Recharge , bill payments",60856480,23112343247
Maharashtra,2020,2,Merchant payments,48965388,32859184582
Maharashtra,2020,2,Financial Services,206461,211733275.8
Maharashtra,2020,2,Others,466502,242917371.3
Maharashtra,2020,3,Peer to Peer Payments,108436214,3.52E+11
Maharashtra,2020,3,Merchant payments,100808237,60171102124
Maharashtra,2020,3,"Recharge , bill payments",58082283,27915727883
Maharashtra,2020,3,Financial Services,325453,333669599.6
Maharashtra,2020,3,Others,658737,331024593.1
Maharashtra,2020,4,Merchant payments,189845640,1.04E+11
Maharashtra,2020,4,Peer to Peer Payments,151741840,4.86E+11
Maharashtra,2020,4,"Recharge , bill payments",64556682,31556917822
Maharashtra,2020,4,Financial Services,398409,418399992.5
Maharashtra,2020,4,Others,1078433,627692680.4
Maharashtra,2021,1,Merchant payments,253043309,1.29E+11
Maharashtra,2021,1,Peer to Peer Payments,187021609,5.99E+11
Maharashtra,2021,1,"Recharge , bill payments",76389103,40057211827
Maharashtra,2021,1,Financial Services,439551,492900202.7
Maharashtra,2021,1,Others,966668,630909553.5
Maharashtra,2021,2,Merchant payments,247194293,1.51E+11
Maharashtra,2021,2,Peer to Peer Payments,228551961,7.20E+11
Maharashtra,2021,2,"Recharge , bill payments",96271138,43154405548
Maharashtra,2021,2,Financial Services,504252,536780917
Maharashtra,2021,2,Others,1094842,699738247.7
Maharashtra,2021,3,Merchant payments,390051884,2.17E+11
Maharashtra,2021,3,Peer to Peer Payments,296951706,8.91E+11
Maharashtra,2021,3,"Recharge , bill payments",103943973,50242023586
Maharashtra,2021,3,Financial Services,448646,579098938.7
Maharashtra,2021,3,Others,1477851,873324624.2
Maharashtra,2021,4,Merchant payments,540351277,3.06E+11
Maharashtra,2021,4,Peer to Peer Payments,361865450,1.11E+12
Maharashtra,2021,4,"Recharge , bill payments",105990417,58087950922
Maharashtra,2021,4,Financial Services,606265,707102765.3
Maharashtra,2021,4,Others,1918093,1188658731
Maharashtra,2022,1,Merchant payments,646277671,3.40E+11
Maharashtra,2022,1,Peer to Peer Payments,411989717,1.27E+12
Maharashtra,2022,1,"Recharge , bill payments",108896881,64507860104
Maharashtra,2022,1,Financial Services,583243,677612619.3
Maharashtra,2022,1,Others,1758926,1084139454
Maharashtra,2022,2,Merchant payments,810961772,4.28E+11
Maharashtra,2022,2,Peer to Peer Payments,470258043,1.50E+12
Maharashtra,2022,2,"Recharge , bill payments",124280427,75110969246
Maharashtra,2022,2,Financial Services,490152,559321829.5
Maharashtra,2022,2,Others,1542719,930827919.3
Maharashtra,2022,3,Merchant payments,876618082,4.32E+11
Maharashtra,2022,3,Peer to Peer Payments,483481713,1.43E+12
Maharashtra,2022,3,"Recharge , bill payments",124545840,79360150487
Maharashtra,2022,3,Financial Services,521362,571583115.7
Maharashtra,2022,3,Others,1222420,831183386.5
Maharashtra,2022,4,Merchant payments,1025666187,5.03E+11
Maharashtra,2022,4,Peer to Peer Payments,535142126,1.62E+12
Maharashtra,2022,4,"Recharge , bill payments",126118544,83576414221
Maharashtra,2022,4,Financial Services,620124,699276779.2
Maharashtra,2022,4,Others,1228291,914951674.5
Manipur,2018,1,"Recharge , bill payments",50212,6463184.555
Manipur,2018,1,Peer to Peer Payments,26382,115495173.6
Manipur,2018,1,Financial Services,2660,412579.5399
Manipur,2018,1,Merchant payments,1614,3616475.641
Manipur,2018,1,Others,3201,2058760.637
Manipur,2018,2,"Recharge , bill payments",77991,11541247.78
Manipur,2018,2,Peer to Peer Payments,60365,232157389.8
Manipur,2018,2,Financial Services,5992,1241901.266
Manipur,2018,2,Merchant payments,4041,5366759.828
Manipur,2018,2,Others,3332,2902422.65
Manipur,2018,3,Peer to Peer Payments,95204,357768750.2
Manipur,2018,3,"Recharge , bill payments",81323,13912990.48
Manipur,2018,3,Merchant payments,7396,9180953.977
Manipur,2018,3,Financial Services,2577,333081.6368
Manipur,2018,3,Others,2758,2135468.51
Manipur,2018,4,"Recharge , bill payments",113507,18898063.28
Manipur,2018,4,Peer to Peer Payments,104872,562009596
Manipur,2018,4,Merchant payments,13333,20685433.28
Manipur,2018,4,Financial Services,1452,307325.2438
Manipur,2018,4,Others,2946,3783141.535
Manipur,2019,1,Peer to Peer Payments,127067,619919870.7
Manipur,2019,1,"Recharge , bill payments",120000,22106830.37
Manipur,2019,1,Merchant payments,15190,14580183.38
Manipur,2019,1,Financial Services,800,174777.1728
Manipur,2019,1,Others,2352,3116398.756
Manipur,2019,2,Peer to Peer Payments,120153,679785849.1
Manipur,2019,2,"Recharge , bill payments",116500,23573234.27
Manipur,2019,2,Merchant payments,18044,15996651.15
Manipur,2019,2,Financial Services,387,91955.01538
Manipur,2019,2,Others,2341,3342252.575
Manipur,2019,3,"Recharge , bill payments",180057,36634657.05
Manipur,2019,3,Peer to Peer Payments,144965,803335616.6
Manipur,2019,3,Merchant payments,17683,20490224.44
Manipur,2019,3,Financial Services,358,367865.7885
Manipur,2019,3,Others,1945,2723638.65
Manipur,2019,4,"Recharge , bill payments",212136,44202546.57
Manipur,2019,4,Peer to Peer Payments,211927,1123258478
Manipur,2019,4,Merchant payments,23094,30486780.45
Manipur,2019,4,Financial Services,548,240641.7658
Manipur,2019,4,Others,1639,2709234.857
Manipur,2020,1,Peer to Peer Payments,451733,2458093402
Manipur,2020,1,"Recharge , bill payments",285234,62688260.38
Manipur,2020,1,Merchant payments,78067,74202067.07
Manipur,2020,1,Financial Services,622,354184.4661
Manipur,2020,1,Others,3145,3252467.224
Manipur,2020,2,Peer to Peer Payments,533206,2980242535
Manipur,2020,2,"Recharge , bill payments",450830,107589094.3
Manipur,2020,2,Merchant payments,92110,106540409.3
Manipur,2020,2,Financial Services,1676,1457570.8
Manipur,2020,2,Others,5246,3106603.332
Manipur,2020,3,Peer to Peer Payments,774786,4301284799
Manipur,2020,3,"Recharge , bill payments",464659,113190539.1
Manipur,2020,3,Merchant payments,170653,195132026.6
Manipur,2020,3,Financial Services,1878,1593035.944
Manipur,2020,3,Others,8192,4775719.814
Manipur,2020,4,Peer to Peer Payments,892853,5172499338
Manipur,2020,4,"Recharge , bill payments",436450,114202616.3
Manipur,2020,4,Merchant payments,289050,307902115.4
Manipur,2020,4,Financial Services,1806,2448402.914
Manipur,2020,4,Others,7693,5172086.283
Manipur,2021,1,Peer to Peer Payments,1117829,6402367884
Manipur,2021,1,"Recharge , bill payments",796590,223955812.6
Manipur,2021,1,Merchant payments,377280,433297594.1
Manipur,2021,1,Financial Services,3398,4385333.175
Manipur,2021,1,Others,8438,6280890.915
Manipur,2021,2,Peer to Peer Payments,1372821,7041837918
Manipur,2021,2,"Recharge , bill payments",1187952,305103750.6
Manipur,2021,2,Merchant payments,510734,531484849.5
Manipur,2021,2,Financial Services,4165,4256098.232
Manipur,2021,2,Others,10603,7145346.315
Manipur,2021,3,Peer to Peer Payments,1819423,9134806595
Manipur,2021,3,"Recharge , bill payments",1368584,367664440.5
Manipur,2021,3,Merchant payments,735707,889317377.1
Manipur,2021,3,Financial Services,3460,5625517.975
Manipur,2021,3,Others,14222,9447098.782
Manipur,2021,4,Peer to Peer Payments,2199970,10998828288
Manipur,2021,4,"Recharge , bill payments",1451488,412791673.8
Manipur,2021,4,Merchant payments,1013985,1229517397
Manipur,2021,4,Financial Services,4671,5941100.581
Manipur,2021,4,Others,17325,11393578.84
Manipur,2022,1,Peer to Peer Payments,2517626,12169368063
Manipur,2022,1,"Recharge , bill payments",1528476,469035958.3
Manipur,2022,1,Merchant payments,1247205,1489604137
Manipur,2022,1,Financial Services,4878,6057615.527
Manipur,2022,1,Others,15494,10435303.88
Manipur,2022,2,Peer to Peer Payments,2843426,12704512239
Manipur,2022,2,Merchant payments,1709547,1757831052
Manipur,2022,2,"Recharge , bill payments",1533778,448637966.7
Manipur,2022,2,Financial Services,4069,4753628.558
Manipur,2022,2,Others,14812,7175748.992
Manipur,2022,3,Peer to Peer Payments,3127266,12927705072
Manipur,2022,3,Merchant payments,1829741,2010460357
Manipur,2022,3,"Recharge , bill payments",1379911,432182393.8
Manipur,2022,3,Financial Services,4524,4671353.405
Manipur,2022,3,Others,11300,6411090.828
Manipur,2022,4,Peer to Peer Payments,3259645,13133729481
Manipur,2022,4,Merchant payments,1828984,2074698993
Manipur,2022,4,"Recharge , bill payments",1325391,406031254.1
Manipur,2022,4,Financial Services,4691,5754919.964
Manipur,2022,4,Others,9959,5742049.404
Meghalaya,2018,1,"Recharge , bill payments",31857,6028476.149
Meghalaya,2018,1,Peer to Peer Payments,13274,55943496.52
Meghalaya,2018,1,Merchant payments,1605,2395888.44
Meghalaya,2018,1,Financial Services,532,144318.2546
Meghalaya,2018,1,Others,2303,1738080.431
Meghalaya,2018,2,"Recharge , bill payments",42625,9657896.165
Meghalaya,2018,2,Peer to Peer Payments,19894,101140464.7
Meghalaya,2018,2,Merchant payments,2929,3663446.436
Meghalaya,2018,2,Financial Services,592,580648.3434
Meghalaya,2018,2,Others,1817,1962212.235
Meghalaya,2018,3,"Recharge , bill payments",60625,14231601.45
Meghalaya,2018,3,Peer to Peer Payments,40832,187460582.1
Meghalaya,2018,3,Merchant payments,5802,5458930.689
Meghalaya,2018,3,Financial Services,748,552674.5783
Meghalaya,2018,3,Others,2283,2149872.756
Meghalaya,2018,4,"Recharge , bill payments",82962,18100891.64
Meghalaya,2018,4,Peer to Peer Payments,58952,301941442.7
Meghalaya,2018,4,Merchant payments,15768,14434314.19
Meghalaya,2018,4,Financial Services,763,190875.1885
Meghalaya,2018,4,Others,2687,2918155.28
Meghalaya,2019,1,"Recharge , bill payments",98817,23006751.8
Meghalaya,2019,1,Peer to Peer Payments,90694,358932132.1
Meghalaya,2019,1,Merchant payments,16073,14297275.23
Meghalaya,2019,1,Financial Services,659,62335.06475
Meghalaya,2019,1,Others,2498,2738667.958
Meghalaya,2019,2,"Recharge , bill payments",108812,27248605.43
Meghalaya,2019,2,Peer to Peer Payments,97407,446537199.2
Meghalaya,2019,2,Merchant payments,22588,15600927.01
Meghalaya,2019,2,Financial Services,460,106800.7531
Meghalaya,2019,2,Others,3019,3437756.745
Meghalaya,2019,3,"Recharge , bill payments",155949,38916251.42
Meghalaya,2019,3,Peer to Peer Payments,116168,546221812.7
Meghalaya,2019,3,Merchant payments,31201,23461321.89
Meghalaya,2019,3,Financial Services,421,584192.9488
Meghalaya,2019,3,Others,2811,3035023.204
Meghalaya,2019,4,"Recharge , bill payments",175084,43611775.03
Meghalaya,2019,4,Peer to Peer Payments,163734,670870023.4
Meghalaya,2019,4,Merchant payments,24430,25344714.51
Meghalaya,2019,4,Financial Services,382,124511.6361
Meghalaya,2019,4,Others,2351,2485447.193
Meghalaya,2020,1,"Recharge , bill payments",226214,59666071.22
Meghalaya,2020,1,Peer to Peer Payments,216022,1013733312
Meghalaya,2020,1,Merchant payments,57245,44125206.35
Meghalaya,2020,1,Financial Services,473,402779.8903
Meghalaya,2020,1,Others,2329,2207471.061
Meghalaya,2020,2,"Recharge , bill payments",382662,100570200.3
Meghalaya,2020,2,Peer to Peer Payments,202270,998750895.9
Meghalaya,2020,2,Merchant payments,46014,48980521.42
Meghalaya,2020,2,Financial Services,1186,2944583.115
Meghalaya,2020,2,Others,3263,2488953.644
Meghalaya,2020,3,"Recharge , bill payments",342484,97662913.13
Meghalaya,2020,3,Peer to Peer Payments,194448,1065012682
Meghalaya,2020,3,Merchant payments,55595,67511647.13
Meghalaya,2020,3,Financial Services,1587,4049966.813
Meghalaya,2020,3,Others,3465,2821792.588
Meghalaya,2020,4,"Recharge , bill payments",350006,102794647.8
Meghalaya,2020,4,Peer to Peer Payments,286252,1579858348
Meghalaya,2020,4,Merchant payments,111471,115136797.6
Meghalaya,2020,4,Financial Services,1809,2774557.112
Meghalaya,2020,4,Others,4470,3678221.666
Meghalaya,2021,1,Peer to Peer Payments,326993,1794745857
Meghalaya,2021,1,"Recharge , bill payments",306634,106098525.7
Meghalaya,2021,1,Merchant payments,108805,147747773
Meghalaya,2021,1,Financial Services,1777,3981898.046
Meghalaya,2021,1,Others,3437,2941223.95
Meghalaya,2021,2,"Recharge , bill payments",389959,129031455.7
Meghalaya,2021,2,Peer to Peer Payments,366411,1885041504
Meghalaya,2021,2,Merchant payments,147406,173894963
Meghalaya,2021,2,Financial Services,1766,2306496.855
Meghalaya,2021,2,Others,4052,3342835.527
Meghalaya,2021,3,Peer to Peer Payments,473274,2348008593
Meghalaya,2021,3,"Recharge , bill payments",418429,144363692.8
Meghalaya,2021,3,Merchant payments,199427,270311210.9
