States,Year,Quarter,District,Trans_Counts,Amount
Arunachal Pradesh,2019,1,Siang District,1282,2552682.037
Arunachal Pradesh,2019,1,Lower Siang District,3565,6923301.928
Arunachal Pradesh,2019,1,Kra Daadi District,1070,3797175.484
Arunachal Pradesh,2019,1,Changlang District,17589,40239141.67
Arunachal Pradesh,2019,1,Pakke Kessang District,545,1682922.837
Arunachal Pradesh,2019,1,Dibang Valley District,102,301591.3864
Arunachal Pradesh,2019,1,West Kameng District,34289,101333633.7
Arunachal Pradesh,2019,1,Shi Yomi District,19,212989.6305
Arunachal Pradesh,2019,1,East Siang District,15621,39284373.05
Arunachal Pradesh,2019,1,Upper Subansiri District,3880,14105451.85
Arunachal Pradesh,2019,1,East Kameng District,2688,9107597.731
Arunachal Pradesh,2019,1,Lohit District,15896,42834776.78
Arunachal Pradesh,2019,1,Lepa Rada District,1523,4054526.309
Arunachal Pradesh,2019,1,Tawang District,13102,39489779.14
Arunachal Pradesh,2019,1,Namsai District,8600,20065516.62
Arunachal Pradesh,2019,2,Lower Dibang Valley District,5819,13737167.75
Arunachal Pradesh,2019,2,Lower Subansiri District,5579,14746949.65
Arunachal Pradesh,2019,2,Longding District,6744,23464027.89
Arunachal Pradesh,2019,2,West Siang District,8041,24549832.98
Arunachal Pradesh,2019,2,Kamle District,414,1136776.696
Arunachal Pradesh,2019,2,Upper Siang District,1079,3993676.33
Arunachal Pradesh,2019,2,Tirap District,6868,18633793.43
Arunachal Pradesh,2019,2,Papum Pare District,86433,246640891.3
Arunachal Pradesh,2019,2,Kurung Kumey District,1427,4036511.934
Arunachal Pradesh,2019,2,Anjaw District,2473,5220589.921
Arunachal Pradesh,2019,2,Siang District,1654,5373179.352
Arunachal Pradesh,2019,2,Lower Siang District,3791,7075961.239
Arunachal Pradesh,2019,2,Kra Daadi District,1447,4315353.219
Arunachal Pradesh,2019,2,Changlang District,18631,48891048.26
Arunachal Pradesh,2019,2,Pakke Kessang District,687,1750138.059
Arunachal Pradesh,2019,2,Dibang Valley District,98,214966.6162
Arunachal Pradesh,2019,2,West Kameng District,37430,122521180.8
Arunachal Pradesh,2019,2,Shi Yomi District,13,65209.39364
Arunachal Pradesh,2019,2,East Siang District,16494,46549881.24
Arunachal Pradesh,2019,2,Upper Subansiri District,4827,18395806.57
Arunachal Pradesh,2019,2,East Kameng District,2309,8996397.735
Arunachal Pradesh,2019,2,Lohit District,18693,48893746.83
Arunachal Pradesh,2019,2,Lepa Rada District,2108,5045595.907
Arunachal Pradesh,2019,2,Tawang District,15960,55915834.59
Arunachal Pradesh,2019,2,Namsai District,9637,22491356.66
Arunachal Pradesh,2019,3,Lower Dibang Valley District,8405,15177864.64
Arunachal Pradesh,2019,3,Lower Subansiri District,8828,21059967.5
Arunachal Pradesh,2019,3,Longding District,10269,26620415.02
Arunachal Pradesh,2019,3,West Siang District,11889,30014806.82
Arunachal Pradesh,2019,3,Kamle District,677,968784.5134
Arunachal Pradesh,2019,3,Upper Siang District,1419,3927440.442
Arunachal Pradesh,2019,3,Tirap District,11249,21737827.19
Arunachal Pradesh,2019,3,Papum Pare District,117940,301518075.7
Arunachal Pradesh,2019,3,Kurung Kumey District,1579,3674797.099
Arunachal Pradesh,2019,3,Anjaw District,4230,9665384.075
Arunachal Pradesh,2019,3,Siang District,2640,6888800.899
Arunachal Pradesh,2019,3,Lower Siang District,5348,9507511.569
Arunachal Pradesh,2019,3,Kra Daadi District,2187,5520848.186
Arunachal Pradesh,2019,3,Changlang District,29218,58354823.44
Arunachal Pradesh,2019,3,Pakke Kessang District,977,2145842.293
Arunachal Pradesh,2019,3,Dibang Valley District,202,675909.9963
Arunachal Pradesh,2019,3,West Kameng District,53939,147186019.9
Arunachal Pradesh,2019,3,Shi Yomi District,27,30367.75471
Arunachal Pradesh,2019,3,East Siang District,22611,58040119.96
Arunachal Pradesh,2019,3,Upper Subansiri District,7803,22099628.49
Arunachal Pradesh,2019,3,East Kameng District,3814,10631335.87
Arunachal Pradesh,2019,3,Lohit District,24505,54539458.21
Arunachal Pradesh,2019,3,Lepa Rada District,2928,4930337.942
Arunachal Pradesh,2019,3,Tawang District,24097,72221026.28
Arunachal Pradesh,2019,3,Namsai District,13453,25507641.02
Arunachal Pradesh,2019,4,Lower Dibang Valley District,10376,21103089.24
Arunachal Pradesh,2019,4,Lower Subansiri District,11806,29634357.49
Arunachal Pradesh,2019,4,Longding District,11018,29245021.39
Arunachal Pradesh,2019,4,West Siang District,14581,39460255.47
Arunachal Pradesh,2019,4,Kamle District,999,1620922.328
Arunachal Pradesh,2019,4,Upper Siang District,4165,12739585.64
Arunachal Pradesh,2019,4,Tirap District,16459,38467790.73
Arunachal Pradesh,2019,4,Papum Pare District,143272,378838002.3
Arunachal Pradesh,2019,4,Kurung Kumey District,1343,4526789.749
Arunachal Pradesh,2019,4,Anjaw District,5417,11887950.53
Arunachal Pradesh,2019,4,Siang District,4756,8833695.425
Arunachal Pradesh,2019,4,Lower Siang District,6628,11985865.26
Arunachal Pradesh,2019,4,Kra Daadi District,2830,7804936.328
Arunachal Pradesh,2019,4,Changlang District,33963,71874990.96
Arunachal Pradesh,2019,4,Pakke Kessang District,1194,2287739.012
Arunachal Pradesh,2019,4,Dibang Valley District,267,1240493.027
Arunachal Pradesh,2019,4,West Kameng District,66740,198205637.5
Arunachal Pradesh,2019,4,Shi Yomi District,232,170772.7268
Arunachal Pradesh,2019,4,East Siang District,26605,72075285.44
Arunachal Pradesh,2019,4,Upper Subansiri District,9285,28319761.87
Arunachal Pradesh,2019,4,East Kameng District,5646,19408662.75
Arunachal Pradesh,2019,4,Lohit District,29281,67502324.59
Arunachal Pradesh,2019,4,Lepa Rada District,4245,8888753.876
Arunachal Pradesh,2019,4,Tawang District,30077,91949243.61
Arunachal Pradesh,2019,4,Namsai District,18290,32501252.24
Arunachal Pradesh,2020,1,Lower Dibang Valley District,14400,29552510.94
Arunachal Pradesh,2020,1,Lower Subansiri District,15770,34273250.72
Arunachal Pradesh,2020,1,Longding District,13240,35267439.98
Arunachal Pradesh,2020,1,West Siang District,19728,47929440.73
Arunachal Pradesh,2020,1,Kamle District,1434,3418975.826
Arunachal Pradesh,2020,1,Upper Siang District,7055,17820679.65
Arunachal Pradesh,2020,1,Tirap District,18369,40877851.79
Arunachal Pradesh,2020,1,Papum Pare District,180373,457430754.2
Arunachal Pradesh,2020,1,Kurung Kumey District,2294,5942677.062
Arunachal Pradesh,2020,1,Anjaw District,5025,12808735.86
Arunachal Pradesh,2020,1,Siang District,5136,11962344.14
Arunachal Pradesh,2020,1,Lower Siang District,8047,15520255.4
Arunachal Pradesh,2020,1,Kra Daadi District,3407,10045462.8
Arunachal Pradesh,2020,1,Changlang District,43858,93461363.59
Arunachal Pradesh,2020,1,Pakke Kessang District,2044,3425821.316
Arunachal Pradesh,2020,1,Dibang Valley District,397,878784.5955
Arunachal Pradesh,2020,1,West Kameng District,75363,198712422.2
Arunachal Pradesh,2020,1,Shi Yomi District,117,566189.9937
Arunachal Pradesh,2020,1,East Siang District,33743,82011539.43
Arunachal Pradesh,2020,1,Upper Subansiri District,12313,33686711.81
Arunachal Pradesh,2020,1,East Kameng District,7379,20456070.89
Arunachal Pradesh,2020,1,Lohit District,36985,83701268.27
Arunachal Pradesh,2020,1,Lepa Rada District,5721,11137993.77
Arunachal Pradesh,2020,1,Tawang District,31865,84425193.42
Arunachal Pradesh,2020,1,Namsai District,23112,46444942.96
Arunachal Pradesh,2020,2,Lower Dibang Valley District,26234,42360072.53
Arunachal Pradesh,2020,2,Lower Subansiri District,25703,46133123.52
Arunachal Pradesh,2020,2,Longding District,20664,54678022.5
Arunachal Pradesh,2020,2,West Siang District,32777,72790231.05
Arunachal Pradesh,2020,2,Kamle District,2397,4126243.078
Arunachal Pradesh,2020,2,Upper Siang District,10899,28048492.11
Arunachal Pradesh,2020,2,Tirap District,28830,63497030.84
Arunachal Pradesh,2020,2,Papum Pare District,221728,535085907.3
Arunachal Pradesh,2020,2,Kurung Kumey District,3847,11359743.46
Arunachal Pradesh,2020,2,Anjaw District,7617,18795023.53
Arunachal Pradesh,2020,2,Siang District,9827,18585670.47
Arunachal Pradesh,2020,2,Lower Siang District,13321,23571085.32
Arunachal Pradesh,2020,2,Kra Daadi District,5264,15730996.23
Arunachal Pradesh,2020,2,Changlang District,69279,128572448
Arunachal Pradesh,2020,2,Pakke Kessang District,3558,4635272.064
Arunachal Pradesh,2020,2,Dibang Valley District,966,2559724.837
Arunachal Pradesh,2020,2,West Kameng District,95421,251395972.2
Arunachal Pradesh,2020,2,Shi Yomi District,302,1222863.436
Arunachal Pradesh,2020,2,East Siang District,55680,112693868.8
Arunachal Pradesh,2020,2,Upper Subansiri District,18056,43140688.97
Arunachal Pradesh,2020,2,East Kameng District,11791,40506284.27
Arunachal Pradesh,2020,2,Lohit District,56541,114730675.5
Arunachal Pradesh,2020,2,Lepa Rada District,8601,16064862.37
Arunachal Pradesh,2020,2,Tawang District,44499,121561732.2
Arunachal Pradesh,2020,2,Namsai District,34972,54870798.31
Arunachal Pradesh,2020,3,Lower Dibang Valley District,27655,63469161.33
Arunachal Pradesh,2020,3,Lower Subansiri District,26596,59707234.22
Arunachal Pradesh,2020,3,Longding District,21445,63273209.98
Arunachal Pradesh,2020,3,West Siang District,34295,92449732.96
Arunachal Pradesh,2020,3,Kamle District,2618,5300885.933
Arunachal Pradesh,2020,3,Upper Siang District,12707,40210852.99
Arunachal Pradesh,2020,3,Tirap District,30046,81539831.53
Arunachal Pradesh,2020,3,Papum Pare District,298350,859373863.7
Arunachal Pradesh,2020,3,Kurung Kumey District,4391,13864822.73
Arunachal Pradesh,2020,3,Anjaw District,9751,31524690.46
Arunachal Pradesh,2020,3,Siang District,10489,21236201.53
Arunachal Pradesh,2020,3,Lower Siang District,12456,28754627.35
Arunachal Pradesh,2020,3,Kra Daadi District,5676,16181045.61
Arunachal Pradesh,2020,3,Changlang District,73842,159158438.9
Arunachal Pradesh,2020,3,Pakke Kessang District,3469,6301715.335
Arunachal Pradesh,2020,3,Dibang Valley District,899,3061207.293
Arunachal Pradesh,2020,3,West Kameng District,111029,332812237.8
Arunachal Pradesh,2020,3,Shi Yomi District,521,3410288.131
Arunachal Pradesh,2020,3,East Siang District,69710,176323789.9
Arunachal Pradesh,2020,3,Upper Subansiri District,24387,70811197.58
Arunachal Pradesh,2020,3,East Kameng District,13421,43881134.37
Arunachal Pradesh,2020,3,Lohit District,65889,156523653.2
Arunachal Pradesh,2020,3,Lepa Rada District,10150,22146313.37
Arunachal Pradesh,2020,3,Tawang District,56016,182137862.7
Arunachal Pradesh,2020,3,Namsai District,37019,76484566.53
Arunachal Pradesh,2020,4,Lower Dibang Valley District,33455,81929299.57
Arunachal Pradesh,2020,4,Lower Subansiri District,31411,97681186.9
Arunachal Pradesh,2020,4,Longding District,26089,74890543.92
Arunachal Pradesh,2020,4,West Siang District,45207,125118193
Arunachal Pradesh,2020,4,Kamle District,3611,10000596.41
Arunachal Pradesh,2020,4,Upper Siang District,19943,78146755.89
Arunachal Pradesh,2020,4,Tirap District,36124,104709589.7
Arunachal Pradesh,2020,4,Papum Pare District,390528,1205917754
Arunachal Pradesh,2020,4,Kurung Kumey District,4581,17134470.44
Arunachal Pradesh,2020,4,Anjaw District,17228,49318880.52
Arunachal Pradesh,2020,4,Siang District,12962,32619173.24
Arunachal Pradesh,2020,4,Lower Siang District,14782,33891568.65
Arunachal Pradesh,2020,4,Kra Daadi District,7619,30458774.81
Arunachal Pradesh,2020,4,Changlang District,84852,204367875.1
Arunachal Pradesh,2020,4,Pakke Kessang District,3064,7503555.504
Arunachal Pradesh,2020,4,Dibang Valley District,1705,6749773.196
Arunachal Pradesh,2020,4,West Kameng District,129575,390436113.7
Arunachal Pradesh,2020,4,Shi Yomi District,1103,6627025.636
Arunachal Pradesh,2020,4,East Siang District,88632,250515095.2
Arunachal Pradesh,2020,4,Upper Subansiri District,31426,109405900.8
Arunachal Pradesh,2020,4,East Kameng District,16340,64104581.34
Arunachal Pradesh,2020,4,Lohit District,80530,196997836.8
Arunachal Pradesh,2020,4,Lepa Rada District,14338,39340491.72
Arunachal Pradesh,2020,4,Tawang District,67262,240482254.6
Arunachal Pradesh,2020,4,Namsai District,46762,111916731.5
Arunachal Pradesh,2021,1,Lower Dibang Valley District,32427,90709108.52
Arunachal Pradesh,2021,1,Lower Subansiri District,29916,106591163
Arunachal Pradesh,2021,1,Longding District,23962,75573420.97
Arunachal Pradesh,2021,1,West Siang District,42575,138700637.3
Arunachal Pradesh,2021,1,Kamle District,3092,11023767.7
Arunachal Pradesh,2021,1,Upper Siang District,21312,73026286.55
Arunachal Pradesh,2021,1,Tirap District,32043,110593517.1
Arunachal Pradesh,2021,1,Papum Pare District,419891,1388723427
Arunachal Pradesh,2021,1,Kurung Kumey District,4962,22483754.8
Arunachal Pradesh,2021,1,Anjaw District,12823,38844865.55
Arunachal Pradesh,2021,1,Siang District,13679,42644184.41
Arunachal Pradesh,2021,1,Lower Siang District,13231,37929392.8
Arunachal Pradesh,2021,1,Kra Daadi District,6393,24326518.99
Arunachal Pradesh,2021,1,Changlang District,78849,220167765.5
Arunachal Pradesh,2021,1,Pakke Kessang District,3563,8146941.792
Arunachal Pradesh,2021,1,Dibang Valley District,1930,7949867.974
Arunachal Pradesh,2021,1,West Kameng District,120906,384735272.8
Arunachal Pradesh,2021,1,Shi Yomi District,1251,6905518.173
Arunachal Pradesh,2021,1,East Siang District,82357,253988360.8
Arunachal Pradesh,2021,1,Upper Subansiri District,28053,116973014.5
Arunachal Pradesh,2021,1,East Kameng District,16281,77915774.21
Arunachal Pradesh,2021,1,Lohit District,72380,198534806.9
Arunachal Pradesh,2021,1,Lepa Rada District,15690,52794992.78
Arunachal Pradesh,2021,1,Tawang District,54137,207859088.4
Arunachal Pradesh,2021,1,Namsai District,45753,116637630.7
Arunachal Pradesh,2021,2,Lower Dibang Valley District,42091,105552358.1
Arunachal Pradesh,2021,2,Lower Subansiri District,40081,120717472.9
Arunachal Pradesh,2021,2,Longding District,31640,96566640.53
Arunachal Pradesh,2021,2,West Siang District,59341,180700138.8
Arunachal Pradesh,2021,2,Kamle District,5476,17345427.04
Arunachal Pradesh,2021,2,Upper Siang District,25971,89455180.07
Arunachal Pradesh,2021,2,Tirap District,46320,144548683.3
Arunachal Pradesh,2021,2,Papum Pare District,552953,1501062555
Arunachal Pradesh,2021,2,Kurung Kumey District,6623,27396796.62
Arunachal Pradesh,2021,2,Anjaw District,15311,43475744.24
Arunachal Pradesh,2021,2,Siang District,17032,52687221.43
Arunachal Pradesh,2021,2,Lower Siang District,17401,45499278.57
Arunachal Pradesh,2021,2,Kra Daadi District,8758,35998227.6
Arunachal Pradesh,2021,2,Changlang District,105461,264031910.3
Arunachal Pradesh,2021,2,Pakke Kessang District,4424,13097426.07
Arunachal Pradesh,2021,2,Dibang Valley District,1995,9465919.623
Arunachal Pradesh,2021,2,West Kameng District,164866,482626617.9
Arunachal Pradesh,2021,2,Shi Yomi District,2135,12166777.19
Arunachal Pradesh,2021,2,East Siang District,106787,286839106.5
Arunachal Pradesh,2021,2,Upper Subansiri District,35856,131912938.8
Arunachal Pradesh,2021,2,East Kameng District,22015,95352007.56
Arunachal Pradesh,2021,2,Lohit District,99686,230495504.2
Arunachal Pradesh,2021,2,Lepa Rada District,21273,71336743.86
Arunachal Pradesh,2021,2,Tawang District,70061,251025038
Arunachal Pradesh,2021,2,Namsai District,64781,147069902.4
Arunachal Pradesh,2021,3,Lower Dibang Valley District,50270,133788747
Arunachal Pradesh,2021,3,Lower Subansiri District,46105,142674452.2
Arunachal Pradesh,2021,3,Longding District,32638,100698521
Arunachal Pradesh,2021,3,West Siang District,65763,217065611.3
Arunachal Pradesh,2021,3,Kamle District,6064,19140719.48
Arunachal Pradesh,2021,3,Upper Siang District,27960,114285857.1
Arunachal Pradesh,2021,3,Tirap District,47118,143620525.9
Arunachal Pradesh,2021,3,Papum Pare District,710098,1995999756
Arunachal Pradesh,2021,3,Kurung Kumey District,7417,30935383.38
Arunachal Pradesh,2021,3,Anjaw District,22621,69876730.15
Arunachal Pradesh,2021,3,Siang District,17241,58453201.46
Arunachal Pradesh,2021,3,Lower Siang District,19324,46101622.76
Arunachal Pradesh,2021,3,Kra Daadi District,8974,32167939.6
Arunachal Pradesh,2021,3,Changlang District,120126,319705502.4
Arunachal Pradesh,2021,3,Pakke Kessang District,5061,12416386.84
Arunachal Pradesh,2021,3,Dibang Valley District,2354,13284361.64
Arunachal Pradesh,2021,3,West Kameng District,209165,658232385.7
Arunachal Pradesh,2021,3,Shi Yomi District,2559,17495021.72
Arunachal Pradesh,2021,3,East Siang District,128957,368061706.2
Arunachal Pradesh,2021,3,Upper Subansiri District,46434,191353412.4
Arunachal Pradesh,2021,3,East Kameng District,23739,102442240.3
Arunachal Pradesh,2021,3,Lohit District,117879,275160751.4
Arunachal Pradesh,2021,3,Lepa Rada District,20756,72378628.45
Arunachal Pradesh,2021,3,Tawang District,89052,365404078.4
Arunachal Pradesh,2021,3,Namsai District,79292,177380632.2
Arunachal Pradesh,2021,4,Lower Dibang Valley District,65302,174980099.8
Arunachal Pradesh,2021,4,Lower Subansiri District,60146,199366119.1
Arunachal Pradesh,2021,4,Longding District,37096,125754642.9
Arunachal Pradesh,2021,4,West Siang District,79050,267978346.9
Arunachal Pradesh,2021,4,Kamle District,8517,31862943.49
Arunachal Pradesh,2021,4,Upper Siang District,41167,155266317.8
Arunachal Pradesh,2021,4,Tirap District,52675,172835892.7
Arunachal Pradesh,2021,4,Papum Pare District,919925,2435796597
Arunachal Pradesh,2021,4,Kurung Kumey District,8467,36028643.16
Arunachal Pradesh,2021,4,Anjaw District,24083,77313027.12
Arunachal Pradesh,2021,4,Siang District,22785,72065716.17
Arunachal Pradesh,2021,4,Lower Siang District,25424,69995156.91
Arunachal Pradesh,2021,4,Kra Daadi District,10986,42553945.3
