States,Year,Quarter,District,Trans_Counts,Amount
Manipur,2020,3,Kangpokpi District,56646,141494952.9
Manipur,2020,3,Noney District,12955,42576247.01
Manipur,2020,3,Imphal East District,148992,357420385.5
Manipur,2020,3,Thoubal District,75667,178314817.4
Manipur,2020,3,Kakching District,33268,72744605.63
Manipur,2020,3,Jiribam District,17173,44785891.8
Manipur,2020,3,Ukhrul District,27857,63120519.96
Manipur,2020,3,Tamenglong District,24595,57102594.75
Manipur,2020,3,Kamjong District,5040,16944663.49
Manipur,2020,3,Chandel District,25158,63504521.07
Manipur,2020,3,Bishnupur District,82097,178752852
Manipur,2020,3,Senapati District,22336,47618195.96
Manipur,2020,3,Pherzawl District,2016,4920973.998
Manipur,2020,3,Churachandpur District,61160,179008408.8
Manipur,2020,3,Tengnoupal District,19244,50761115.42
Manipur,2020,3,Imphal West District,805964,3116905375
Manipur,2020,4,Kangpokpi District,74472,216458503.3
Manipur,2020,4,Noney District,14618,52819316.84
Manipur,2020,4,Imphal East District,179438,524041651
Manipur,2020,4,Thoubal District,87208,249311101.4
Manipur,2020,4,Kakching District,37180,96767393.9
Manipur,2020,4,Jiribam District,19898,56276521
Manipur,2020,4,Ukhrul District,32947,91688189.18
Manipur,2020,4,Tamenglong District,27674,77956516.78
Manipur,2020,4,Kamjong District,6676,21815826.79
Manipur,2020,4,Chandel District,31540,90473275.49
Manipur,2020,4,Bishnupur District,95869,267444206.4
Manipur,2020,4,Senapati District,27636,79537295.39
Manipur,2020,4,Pherzawl District,2329,4810299.529
Manipur,2020,4,Churachandpur District,71693,243354880.5
Manipur,2020,4,Tengnoupal District,23797,81989716.01
Manipur,2020,4,Imphal West District,894877,3447479865
Manipur,2021,1,Kangpokpi District,63234,205050443.8
Manipur,2021,1,Noney District,12635,47249169.69
Manipur,2021,1,Imphal East District,161841,530028907.1
Manipur,2021,1,Thoubal District,72593,240713473.7
Manipur,2021,1,Kakching District,29803,92307870.36
Manipur,2021,1,Jiribam District,16697,58448279.74
Manipur,2021,1,Ukhrul District,22415,68745913.46
Manipur,2021,1,Tamenglong District,20962,72960342.05
Manipur,2021,1,Kamjong District,6312,24926447.76
Manipur,2021,1,Chandel District,23884,80445733.21
Manipur,2021,1,Bishnupur District,73777,255486792.7
Manipur,2021,1,Senapati District,22025,73777202.51
Manipur,2021,1,Pherzawl District,1714,4788028.468
Manipur,2021,1,Churachandpur District,62755,250250943.4
Manipur,2021,1,Tengnoupal District,19430,102554591.2
Manipur,2021,1,Imphal West District,1693458,4962553375
Manipur,2021,2,Kangpokpi District,78765,236369410.1
Manipur,2021,2,Noney District,13296,49460189.27
Manipur,2021,2,Imphal East District,179337,491977806
Manipur,2021,2,Thoubal District,91264,268514237.5
Manipur,2021,2,Kakching District,37444,92311646.34
Manipur,2021,2,Jiribam District,21823,67560643.64
Manipur,2021,2,Ukhrul District,28524,81225585.72
Manipur,2021,2,Tamenglong District,24852,77929754.45
Manipur,2021,2,Kamjong District,6983,31394830.2
Manipur,2021,2,Chandel District,29178,90054101.93
Manipur,2021,2,Bishnupur District,89095,260900495.2
Manipur,2021,2,Senapati District,25681,70219657.88
Manipur,2021,2,Pherzawl District,1842,5443830.8
Manipur,2021,2,Churachandpur District,80524,273962339.4
Manipur,2021,2,Tengnoupal District,23771,94806974.44
Manipur,2021,2,Imphal West District,2353896,5697696460
Manipur,2021,3,Kangpokpi District,94883,299760833.4
Manipur,2021,3,Noney District,16371,63161488.25
Manipur,2021,3,Imphal East District,226128,705081475.2
Manipur,2021,3,Thoubal District,113257,363547884.1
Manipur,2021,3,Kakching District,44277,128692670
Manipur,2021,3,Jiribam District,26615,80773937.39
Manipur,2021,3,Ukhrul District,35250,118509943.9
Manipur,2021,3,Tamenglong District,33266,108769884.2
Manipur,2021,3,Kamjong District,7567,32384455.5
Manipur,2021,3,Chandel District,36126,116052040.8
Manipur,2021,3,Bishnupur District,104901,320379628.2
Manipur,2021,3,Senapati District,30580,94805880.65
Manipur,2021,3,Pherzawl District,2176,6654015.071
Manipur,2021,3,Churachandpur District,109913,397548796.6
Manipur,2021,3,Tengnoupal District,32351,133669134.6
Manipur,2021,3,Imphal West District,3027735,7437068961
Manipur,2021,4,Kangpokpi District,107329,318563859.8
Manipur,2021,4,Noney District,18970,68519523.59
Manipur,2021,4,Imphal East District,268205,853764885
Manipur,2021,4,Thoubal District,130316,393043161.3
Manipur,2021,4,Kakching District,43224,130159064.3
Manipur,2021,4,Jiribam District,30742,97241435.32
Manipur,2021,4,Ukhrul District,38665,142778895.3
Manipur,2021,4,Tamenglong District,40279,140792582.9
Manipur,2021,4,Kamjong District,8685,32152837.66
Manipur,2021,4,Chandel District,39891,131651667.1
Manipur,2021,4,Bishnupur District,113386,369885898.8
Manipur,2021,4,Senapati District,33983,119108747.2
Manipur,2021,4,Pherzawl District,2553,4851553.507
Manipur,2021,4,Churachandpur District,121140,446895232.7
Manipur,2021,4,Tengnoupal District,40383,154956864.2
Manipur,2021,4,Imphal West District,3649688,9254105829
Manipur,2022,1,Kangpokpi District,120614,361422857.5
Manipur,2022,1,Noney District,21683,81975537.65
Manipur,2022,1,Imphal East District,298053,926298622.8
Manipur,2022,1,Thoubal District,159443,465999965.9
Manipur,2022,1,Kakching District,45714,129009720.4
Manipur,2022,1,Jiribam District,33214,106952141.4
Manipur,2022,1,Ukhrul District,45977,163211543.9
Manipur,2022,1,Tamenglong District,53325,182059187.9
Manipur,2022,1,Kamjong District,10050,38396927.58
Manipur,2022,1,Chandel District,46964,156821048.3
Manipur,2022,1,Bishnupur District,129775,410979761.6
Manipur,2022,1,Senapati District,41815,150533112.3
Manipur,2022,1,Pherzawl District,3014,6196514.842
Manipur,2022,1,Churachandpur District,132079,478282953.1
Manipur,2022,1,Tengnoupal District,42399,154983911
Manipur,2022,1,Imphal West District,4129560,10331377272
Manipur,2022,2,Kangpokpi District,127346,360381229.2
Manipur,2022,2,Noney District,23197,84254940.13
Manipur,2022,2,Imphal East District,334382,1017003993
Manipur,2022,2,Thoubal District,179962,489921006.3
Manipur,2022,2,Kakching District,45754,124881636.2
Manipur,2022,2,Jiribam District,32691,103428721.1
Manipur,2022,2,Ukhrul District,48388,165524493.5
Manipur,2022,2,Tamenglong District,48779,158669784.2
Manipur,2022,2,Kamjong District,10915,37728133.79
Manipur,2022,2,Chandel District,44845,161255425.3
Manipur,2022,2,Bishnupur District,132234,427663724
Manipur,2022,2,Senapati District,43777,137415599.9
Manipur,2022,2,Pherzawl District,2855,8843983.191
Manipur,2022,2,Churachandpur District,130821,445674066.5
Manipur,2022,2,Tengnoupal District,41686,165158485.3
Manipur,2022,2,Imphal West District,4858000,11035105414
Manipur,2022,3,Kangpokpi District,137088,382055039.9
Manipur,2022,3,Noney District,24931,85439369.23
Manipur,2022,3,Imphal East District,401052,1106024473
Manipur,2022,3,Thoubal District,198398,502784611.8
Manipur,2022,3,Kakching District,114178,269711112.5
Manipur,2022,3,Jiribam District,39634,115824259.9
Manipur,2022,3,Ukhrul District,48127,165404721.9
Manipur,2022,3,Tamenglong District,48889,150947199
Manipur,2022,3,Kamjong District,10597,34540807.46
Manipur,2022,3,Chandel District,43042,139937266.7
Manipur,2022,3,Bishnupur District,126573,397535714
Manipur,2022,3,Senapati District,46116,141106697.6
Manipur,2022,3,Pherzawl District,3137,8974350.656
Manipur,2022,3,Churachandpur District,200968,560754898.7
Manipur,2022,3,Tengnoupal District,44324,167247032
Manipur,2022,3,Imphal West District,4865688,11153142713
Manipur,2022,4,Kangpokpi District,195796,499527018.9
Manipur,2022,4,Noney District,26985,75780551.03
Manipur,2022,4,Imphal East District,417476,1124061242
Manipur,2022,4,Thoubal District,252156,642341521.2
Manipur,2022,4,Kakching District,205827,477287512.8
Manipur,2022,4,Jiribam District,43510,122910899.3
Manipur,2022,4,Ukhrul District,48379,164810102.8
Manipur,2022,4,Tamenglong District,51040,160602197
Manipur,2022,4,Kamjong District,12943,35804745.2
Manipur,2022,4,Chandel District,45646,133101652.3
Manipur,2022,4,Bishnupur District,134155,398215642.7
Manipur,2022,4,Senapati District,63745,180730794.8
Manipur,2022,4,Pherzawl District,3998,12008369.41
Manipur,2022,4,Churachandpur District,139622,418292018.1
Manipur,2022,4,Tengnoupal District,49553,175755833.2
Manipur,2022,4,Imphal West District,4737839,11004726598
Meghalaya,2018,1,North Garo Hills District,922,652554.6655
Meghalaya,2018,1,South West Khasi Hills District,319,489330.8332
Meghalaya,2018,1,West Garo Hills District,7660,9199200.849
Meghalaya,2018,1,South Garo Hills District,705,807410.0407
Meghalaya,2018,1,East Jaintia Hills District,4896,8299361.376
Meghalaya,2018,1,South West Garo Hills District,798,1015597.235
Meghalaya,2018,1,East Khasi Hills District,23283,31807959.18
Meghalaya,2018,1,East Garo Hills District,749,781579.3759
Meghalaya,2018,1,Ribhoi District,6029,8736566.954
Meghalaya,2018,1,West Jaintia Hills District,3131,2812937.948
Meghalaya,2018,1,West Khasi Hills District,1079,1647761.337
Meghalaya,2018,2,North Garo Hills District,1403,1278347.188
Meghalaya,2018,2,South West Khasi Hills District,396,311487.193
Meghalaya,2018,2,West Garo Hills District,10651,19685429.15
Meghalaya,2018,2,South Garo Hills District,1103,1553253.932
Meghalaya,2018,2,East Jaintia Hills District,6004,13059945.84
Meghalaya,2018,2,South West Garo Hills District,1767,1724404.675
Meghalaya,2018,2,East Khasi Hills District,33966,61180700.48
Meghalaya,2018,2,East Garo Hills District,832,1032161.169
Meghalaya,2018,2,Ribhoi District,8761,14181827.92
Meghalaya,2018,2,West Jaintia Hills District,2232,2312980.333
Meghalaya,2018,2,West Khasi Hills District,742,684129.9553
Meghalaya,2018,3,North Garo Hills District,2271,1976480.206
Meghalaya,2018,3,South West Khasi Hills District,1032,1016289.649
Meghalaya,2018,3,West Garo Hills District,17911,31488596.44
Meghalaya,2018,3,South Garo Hills District,2110,2467349.257
Meghalaya,2018,3,East Jaintia Hills District,11397,22683448.87
Meghalaya,2018,3,South West Garo Hills District,2740,4294444.448
Meghalaya,2018,3,East Khasi Hills District,54015,111173160.3
Meghalaya,2018,3,East Garo Hills District,1323,1963470.781
Meghalaya,2018,3,Ribhoi District,13023,26072883.3
Meghalaya,2018,3,West Jaintia Hills District,3240,4571330.12
Meghalaya,2018,3,West Khasi Hills District,1228,2146208.197
Meghalaya,2018,4,North Garo Hills District,4011,4590211.26
Meghalaya,2018,4,South West Khasi Hills District,1518,2669874.265
Meghalaya,2018,4,West Garo Hills District,29000,52674487.37
Meghalaya,2018,4,South Garo Hills District,3037,6001319.097
Meghalaya,2018,4,East Jaintia Hills District,20614,37885027.67
Meghalaya,2018,4,South West Garo Hills District,3950,4531236.408
Meghalaya,2018,4,East Khasi Hills District,70386,167808906.8
Meghalaya,2018,4,East Garo Hills District,2808,5832920.484
Meghalaya,2018,4,Ribhoi District,18294,42066652.87
Meghalaya,2018,4,West Jaintia Hills District,4693,7562803.761
Meghalaya,2018,4,West Khasi Hills District,2821,5962239.03
Meghalaya,2019,1,North Garo Hills District,3816,4016398.106
Meghalaya,2019,1,South West Khasi Hills District,1267,2118829.322
Meghalaya,2019,1,West Garo Hills District,30087,58548564.17
Meghalaya,2019,1,South Garo Hills District,3146,7486873.331
Meghalaya,2019,1,East Jaintia Hills District,25054,46007520.56
Meghalaya,2019,1,South West Garo Hills District,3819,4558241.545
Meghalaya,2019,1,East Khasi Hills District,101662,201352082.7
Meghalaya,2019,1,East Garo Hills District,3529,6495149.29
Meghalaya,2019,1,Ribhoi District,27304,55813436.17
Meghalaya,2019,1,West Jaintia Hills District,5411,7594602.552
Meghalaya,2019,1,West Khasi Hills District,3646,5045464.405
Meghalaya,2019,2,North Garo Hills District,3804,4329558.192
Meghalaya,2019,2,South West Khasi Hills District,1152,2679006.93
Meghalaya,2019,2,West Garo Hills District,32077,70701852.44
Meghalaya,2019,2,South Garo Hills District,3048,7076537.052
Meghalaya,2019,2,East Jaintia Hills District,21325,43624217.36
Meghalaya,2019,2,South West Garo Hills District,4563,6981663.15
Meghalaya,2019,2,East Khasi Hills District,126665,274701980.6
Meghalaya,2019,2,East Garo Hills District,3926,6785815.738
Meghalaya,2019,2,Ribhoi District,27488,61625177.51
Meghalaya,2019,2,West Jaintia Hills District,5226,9713762.899
Meghalaya,2019,2,West Khasi Hills District,3012,4711717.24
Meghalaya,2019,3,North Garo Hills District,6329,7479871.09
Meghalaya,2019,3,South West Khasi Hills District,2009,2418047.871
Meghalaya,2019,3,West Garo Hills District,45652,90390851.33
Meghalaya,2019,3,South Garo Hills District,4768,7846736.259
Meghalaya,2019,3,East Jaintia Hills District,28604,50090916.58
Meghalaya,2019,3,South West Garo Hills District,6405,9676872.05
Meghalaya,2019,3,East Khasi Hills District,156970,344129503.5
Meghalaya,2019,3,East Garo Hills District,5970,8134689.123
Meghalaya,2019,3,Ribhoi District,36292,73979318.04
Meghalaya,2019,3,West Jaintia Hills District,8947,11292434.24
Meghalaya,2019,3,West Khasi Hills District,4604,6779362.113
Meghalaya,2019,4,North Garo Hills District,8449,11018090.11
Meghalaya,2019,4,South West Khasi Hills District,2753,4185672.133
Meghalaya,2019,4,West Garo Hills District,51137,104063298.2
Meghalaya,2019,4,South Garo Hills District,7020,9901296.404
Meghalaya,2019,4,East Jaintia Hills District,31575,61615652.5
Meghalaya,2019,4,South West Garo Hills District,7301,11722163.48
Meghalaya,2019,4,East Khasi Hills District,189936,413649820
Meghalaya,2019,4,East Garo Hills District,7811,11523924.1
Meghalaya,2019,4,Ribhoi District,42953,90622918.29
Meghalaya,2019,4,West Jaintia Hills District,11750,16126169.37
Meghalaya,2019,4,West Khasi Hills District,5296,8007467.183
Meghalaya,2020,1,North Garo Hills District,9622,11664668.29
Meghalaya,2020,1,South West Khasi Hills District,3516,5420604.457
Meghalaya,2020,1,West Garo Hills District,65263,130098803.7
Meghalaya,2020,1,South Garo Hills District,10483,11902327.51
Meghalaya,2020,1,East Jaintia Hills District,36855,76021760.04
Meghalaya,2020,1,South West Garo Hills District,10582,14322530.89
Meghalaya,2020,1,East Khasi Hills District,280817,712010339.2
Meghalaya,2020,1,East Garo Hills District,10003,15050504.88
Meghalaya,2020,1,Ribhoi District,51789,109400759.5
Meghalaya,2020,1,West Jaintia Hills District,15784,22057088.95
Meghalaya,2020,1,West Khasi Hills District,7569,12185453.5
Meghalaya,2020,2,North Garo Hills District,19393,16949021.85
Meghalaya,2020,2,South West Khasi Hills District,5952,5344985.907
Meghalaya,2020,2,West Garo Hills District,107355,178844205.7
Meghalaya,2020,2,South Garo Hills District,15934,18498464.71
Meghalaya,2020,2,East Jaintia Hills District,50077,79110098.9
Meghalaya,2020,2,South West Garo Hills District,20761,21835410.25
Meghalaya,2020,2,East Khasi Hills District,294655,669450297.9
Meghalaya,2020,2,East Garo Hills District,19865,19379120.26
Meghalaya,2020,2,Ribhoi District,60451,108416383.2
Meghalaya,2020,2,West Jaintia Hills District,26041,22356066.44
Meghalaya,2020,2,West Khasi Hills District,14911,13551099.23
Meghalaya,2020,3,North Garo Hills District,17943,23618250.66
Meghalaya,2020,3,South West Khasi Hills District,5942,8330565.373
Meghalaya,2020,3,West Garo Hills District,117550,249575864.7
Meghalaya,2020,3,South Garo Hills District,17171,23368652.18
Meghalaya,2020,3,East Jaintia Hills District,52534,99669877.91
Meghalaya,2020,3,South West Garo Hills District,19536,31848167.46
Meghalaya,2020,3,East Khasi Hills District,239307,571789473.6
Meghalaya,2020,3,East Garo Hills District,19353,30405909.15
Meghalaya,2020,3,Ribhoi District,64590,138771339.7
Meghalaya,2020,3,West Jaintia Hills District,28622,39860361.24
Meghalaya,2020,3,West Khasi Hills District,15031,19820539.5
Meghalaya,2020,4,North Garo Hills District,22048,36801863.78
Meghalaya,2020,4,South West Khasi Hills District,7330,18169052.92
Meghalaya,2020,4,West Garo Hills District,149536,362364388
Meghalaya,2020,4,South Garo Hills District,22487,34586748.63
Meghalaya,2020,4,East Jaintia Hills District,65059,162952261
Meghalaya,2020,4,South West Garo Hills District,24078,49584665.88
Meghalaya,2020,4,East Khasi Hills District,298622,777719090.2
Meghalaya,2020,4,East Garo Hills District,23262,41847990.16
Meghalaya,2020,4,Ribhoi District,90879,223682008
Meghalaya,2020,4,West Jaintia Hills District,32267,55102701.17
Meghalaya,2020,4,West Khasi Hills District,18440,41431802.48
Meghalaya,2021,1,North Garo Hills District,18850,37908696.16
Meghalaya,2021,1,South West Khasi Hills District,6212,18881726.28
Meghalaya,2021,1,West Garo Hills District,133362,370492803.5
Meghalaya,2021,1,South Garo Hills District,19054,44351833.96
Meghalaya,2021,1,East Jaintia Hills District,70732,205454314.8
Meghalaya,2021,1,South West Garo Hills District,18591,41861206.7
Meghalaya,2021,1,East Khasi Hills District,322156,915771307.2
Meghalaya,2021,1,East Garo Hills District,18473,40212217.24
Meghalaya,2021,1,Ribhoi District,98957,266571316.1
Meghalaya,2021,1,West Jaintia Hills District,24312,53826602.11
Meghalaya,2021,1,West Khasi Hills District,16947,60183253.85
Meghalaya,2021,2,North Garo Hills District,25028,37984069.23
Meghalaya,2021,2,South West Khasi Hills District,7218,17922261.89
Meghalaya,2021,2,West Garo Hills District,174186,437555569.8
Meghalaya,2021,2,South Garo Hills District,21894,48819031.96
Meghalaya,2021,2,East Jaintia Hills District,87223,205906820.9
Meghalaya,2021,2,South West Garo Hills District,24491,47526700.9
Meghalaya,2021,2,East Khasi Hills District,386773,994348113.9
Meghalaya,2021,2,East Garo Hills District,24431,42603145.83
Meghalaya,2021,2,Ribhoi District,111231,265892507.5
Meghalaya,2021,2,West Jaintia Hills District,30529,53732989.36
Meghalaya,2021,2,West Khasi Hills District,16590,41326043.5
Meghalaya,2021,3,North Garo Hills District,30790,56346103.94
Meghalaya,2021,3,South West Khasi Hills District,8524,20862237.49
Meghalaya,2021,3,West Garo Hills District,207635,550868915.2
Meghalaya,2021,3,South Garo Hills District,23378,50417337.28
Meghalaya,2021,3,East Jaintia Hills District,103142,254116660
Meghalaya,2021,3,South West Garo Hills District,28662,59140851.36
Meghalaya,2021,3,East Khasi Hills District,475308,1267820067
Meghalaya,2021,3,East Garo Hills District,29654,54695590.92
Meghalaya,2021,3,Ribhoi District,135524,337135306.8
Meghalaya,2021,3,West Jaintia Hills District,37590,71888903.26
Meghalaya,2021,3,West Khasi Hills District,17524,45708478
Meghalaya,2021,4,North Garo Hills District,38565,88113799.76
Meghalaya,2021,4,South West Khasi Hills District,12151,47472032.67
Meghalaya,2021,4,West Garo Hills District,261543,746098768.1
Meghalaya,2021,4,South Garo Hills District,28989,89662812.04
Meghalaya,2021,4,East Jaintia Hills District,140522,371541323.5
Meghalaya,2021,4,South West Garo Hills District,35153,76249072.06
Meghalaya,2021,4,East Khasi Hills District,602012,1647841436
Meghalaya,2021,4,East Garo Hills District,37744,79675265.12
Meghalaya,2021,4,Ribhoi District,210094,495239611.1
Meghalaya,2021,4,West Jaintia Hills District,43460,98276171.06
Meghalaya,2021,4,West Khasi Hills District,29960,108595108.9
Meghalaya,2022,1,North Garo Hills District,42030,87894203.47
Meghalaya,2022,1,South West Khasi Hills District,14208,62450373.14
Meghalaya,2022,1,West Garo Hills District,325791,991586557.2
Meghalaya,2022,1,South Garo Hills District,43827,166412749.6
Meghalaya,2022,1,East Jaintia Hills District,169484,496156278.4
Meghalaya,2022,1,South West Garo Hills District,39644,98249285.5
Meghalaya,2022,1,East Khasi Hills District,653082,1762837936
Meghalaya,2022,1,East Garo Hills District,42878,97659034.31
Meghalaya,2022,1,Ribhoi District,257923,624403404.8
Meghalaya,2022,1,West Jaintia Hills District,49196,126597671.4
Meghalaya,2022,1,West Khasi Hills District,36687,148090837.1
Meghalaya,2022,2,North Garo Hills District,44965,92496675.79
Meghalaya,2022,2,South West Khasi Hills District,13571,49978363.08
Meghalaya,2022,2,West Garo Hills District,392151,1150602955
Meghalaya,2022,2,South Garo Hills District,33680,92292848.07
Meghalaya,2022,2,East Jaintia Hills District,193196,502640751.8
Meghalaya,2022,2,South West Garo Hills District,43006,118240788.9
Meghalaya,2022,2,East Khasi Hills District,853333,2156500112
Meghalaya,2022,2,East Garo Hills District,46150,106793207.8
Meghalaya,2022,2,Ribhoi District,337102,755786725.1
Meghalaya,2022,2,West Jaintia Hills District,56272,152394109.7
Meghalaya,2022,2,West Khasi Hills District,31223,103764884.9
Meghalaya,2022,3,North Garo Hills District,48727,107884419.6
Meghalaya,2022,3,South West Khasi Hills District,13340,47102262.08
Meghalaya,2022,3,West Garo Hills District,508052,1283479556
Meghalaya,2022,3,South Garo Hills District,35206,88310719.84
Meghalaya,2022,3,East Jaintia Hills District,241204,633317484.1
Meghalaya,2022,3,South West Garo Hills District,48898,121831916
Meghalaya,2022,3,East Khasi Hills District,2924522,6137770373
Meghalaya,2022,3,East Garo Hills District,47047,99390252.25
Meghalaya,2022,3,Ribhoi District,400075,825278960.5
Meghalaya,2022,3,West Jaintia Hills District,62798,171112837
Meghalaya,2022,3,West Khasi Hills District,29296,87822016.1
Meghalaya,2022,4,North Garo Hills District,59149,130072498.4
Meghalaya,2022,4,South West Khasi Hills District,16773,61873256.01
Meghalaya,2022,4,West Garo Hills District,612945,1565478827
Meghalaya,2022,4,South Garo Hills District,47478,134393051.4
Meghalaya,2022,4,East Jaintia Hills District,252554,698736182.3
Meghalaya,2022,4,South West Garo Hills District,59231,150334364.9
Meghalaya,2022,4,East Khasi Hills District,2285868,4886013367
Meghalaya,2022,4,East Garo Hills District,59445,143293321.8
Meghalaya,2022,4,Ribhoi District,416100,855262410.3
Meghalaya,2022,4,West Jaintia Hills District,81501,229129661.9
Meghalaya,2022,4,West Khasi Hills District,41404,141954215.1
Mizoram,2018,1,Serchhip District,691,1729998.408
Mizoram,2018,1,Aizawl District,12006,27918980.95
Mizoram,2018,1,Lunglei District,1604,2350555.318
Mizoram,2018,1,Mamit District,1133,5729263.41
Mizoram,2018,1,Lawngtlai District,735,547180.211
Mizoram,2018,1,Kolasib District,1457,3891685.392
Mizoram,2018,1,Champhai District,453,871005.7154
Mizoram,2018,1,Saiha District,482,2188550.573
Mizoram,2018,2,Serchhip District,1237,3831939.569
Mizoram,2018,2,Aizawl District,16353,48340497.16
Mizoram,2018,2,Lunglei District,3249,6814747.054
Mizoram,2018,2,Mamit District,1813,10477582.99
Mizoram,2018,2,Lawngtlai District,627,1375226.752
Mizoram,2018,2,Kolasib District,2092,5117340.437
Mizoram,2018,2,Champhai District,834,2204311.924
Mizoram,2018,2,Saiha District,846,5346759.668
Mizoram,2018,3,Serchhip District,2133,6572902.581
Mizoram,2018,3,Aizawl District,24199,72031541.22
Mizoram,2018,3,Lunglei District,4716,12189472.09
Mizoram,2018,3,Mamit District,2247,5446959.531
Mizoram,2018,3,Lawngtlai District,1231,3422241.331
Mizoram,2018,3,Kolasib District,2631,6563816.625
Mizoram,2018,3,Champhai District,1099,4369317.524
Mizoram,2018,3,Saiha District,1060,6004487.22
Mizoram,2018,4,Serchhip District,2830,9311124.638
Mizoram,2018,4,Aizawl District,31828,114757156.9
Mizoram,2018,4,Lunglei District,6349,20867419.8
Mizoram,2018,4,Mamit District,4168,12100776.51
Mizoram,2018,4,Lawngtlai District,2341,5862745.985
Mizoram,2018,4,Kolasib District,4701,13882638.98
Mizoram,2018,4,Champhai District,1726,6092672.777
Mizoram,2018,4,Saiha District,1299,7552316.893
Mizoram,2019,1,Serchhip District,2964,9972286.163
Mizoram,2019,1,Aizawl District,40608,125499167.5
Mizoram,2019,1,Lunglei District,8092,24562628.05
Mizoram,2019,1,Mamit District,5400,15141345.46
Mizoram,2019,1,Lawngtlai District,3749,12077236.04
Mizoram,2019,1,Kolasib District,5590,15775791.31
Mizoram,2019,1,Champhai District,1865,6683655.297
Mizoram,2019,1,Saiha District,2038,8448785.631
Mizoram,2019,2,Serchhip District,2917,10740915.81
Mizoram,2019,2,Aizawl District,45257,147150855.4
Mizoram,2019,2,Lunglei District,8919,29564431.13
Mizoram,2019,2,Mamit District,5047,15936975.4
Mizoram,2019,2,Lawngtlai District,4502,12828264.17
Mizoram,2019,2,Kolasib District,5077,15941097.8
Mizoram,2019,2,Champhai District,2055,7970010.188
Mizoram,2019,2,Saiha District,1897,7884158.206
Mizoram,2019,3,Serchhip District,4389,12447829.18
Mizoram,2019,3,Aizawl District,54796,162632862
Mizoram,2019,3,Lunglei District,13305,34090897.89
Mizoram,2019,3,Mamit District,6296,14161494.19
Mizoram,2019,3,Lawngtlai District,6097,14593963.46
Mizoram,2019,3,Kolasib District,6977,17976086.41
Mizoram,2019,3,Champhai District,3512,12151523.04
Mizoram,2019,3,Saiha District,2722,10739243.82
Mizoram,2019,4,Serchhip District,5889,15064874.57
Mizoram,2019,4,Aizawl District,68532,215337713.3
Mizoram,2019,4,Lunglei District,15344,42919898.69
Mizoram,2019,4,Mamit District,8468,16925628.22
Mizoram,2019,4,Lawngtlai District,8069,22279514.79
Mizoram,2019,4,Kolasib District,11051,24470971.73
Mizoram,2019,4,Champhai District,4878,17885681.11
Mizoram,2019,4,Saiha District,3008,13805068.18
Mizoram,2020,1,Serchhip District,7512,15256865.24
Mizoram,2020,1,Aizawl District,78597,215534588.1
Mizoram,2020,1,Lunglei District,19703,47052524.73
Mizoram,2020,1,Mamit District,12136,21524123.96
Mizoram,2020,1,Lawngtlai District,13887,31918357.19
Mizoram,2020,1,Kolasib District,11386,26364756.94
Mizoram,2020,1,Champhai District,6269,19712814.75
Mizoram,2020,1,Saiha District,4119,14713548.48
Mizoram,2020,2,Serchhip District,10425,19459795.69
Mizoram,2020,2,Aizawl District,93369,238637352.5
Mizoram,2020,2,Lunglei District,27260,60375778.33
Mizoram,2020,2,Mamit District,15352,24755549.96
Mizoram,2020,2,Lawngtlai District,22369,44085859.54
Mizoram,2020,2,Kolasib District,14432,29350410.44
Mizoram,2020,2,Champhai District,8480,20817381.35
Mizoram,2020,2,Saiha District,6775,19711305.6
Mizoram,2020,3,Serchhip District,10351,25197852.94
Mizoram,2020,3,Aizawl District,136460,413175919
Mizoram,2020,3,Lunglei District,30971,83270436.84
Mizoram,2020,3,Mamit District,17199,28176447.03
Mizoram,2020,3,Lawngtlai District,25540,62210090.17
Mizoram,2020,3,Kolasib District,15789,35985260.69
Mizoram,2020,3,Champhai District,11286,35131298.73
Mizoram,2020,3,Saiha District,7107,24796870.14
Mizoram,2020,4,Serchhip District,14804,39531569.17
Mizoram,2020,4,Aizawl District,166039,532069401.3
Mizoram,2020,4,Lunglei District,41847,117007241
Mizoram,2020,4,Mamit District,21383,48253980.83
Mizoram,2020,4,Lawngtlai District,32803,102209937.7
Mizoram,2020,4,Kolasib District,21149,56473537.94
Mizoram,2020,4,Champhai District,15587,50140873.99
Mizoram,2020,4,Saiha District,8995,40835573.75
Mizoram,2021,1,Serchhip District,12877,42644166.31
Mizoram,2021,1,Aizawl District,182220,609359098.2
Mizoram,2021,1,Lunglei District,40131,133262456
Mizoram,2021,1,Mamit District,18670,51226307.48
Mizoram,2021,1,Lawngtlai District,31658,106154307.4
Mizoram,2021,1,Kolasib District,22212,71207105.2
Mizoram,2021,1,Champhai District,13769,51873702.94
Mizoram,2021,1,Saiha District,8038,35378443.38
Mizoram,2021,2,Serchhip District,15664,39541209.18
Mizoram,2021,2,Aizawl District,222893,635733237
Mizoram,2021,2,Lunglei District,46084,125798685.1
Mizoram,2021,2,Mamit District,20464,51797964.37
Mizoram,2021,2,Lawngtlai District,38779,110575273.9
Mizoram,2021,2,Kolasib District,23910,66068598.12
Mizoram,2021,2,Champhai District,15913,52313277.18
Mizoram,2021,2,Saiha District,10633,41046228.48
Mizoram,2021,3,Serchhip District,19902,54838260.22
Mizoram,2021,3,Aizawl District,276340,865537331.9
Mizoram,2021,3,Lunglei District,55054,157303231.4
